segment1.jpg,38.7319946,-9.1049083
segment2.jpg,38.7380341,-9.1255956
segment3.jpg,38.7369438,-9.1900867
segment4.jpg,38.7384427,-9.1255362
segment5.jpg,38.7386999,-9.1336203
segment6.jpg,38.7442663,-9.1375879
segment7.jpg,38.7065136,-9.1376293
segment8.jpg,38.7065507,-9.1487473
segment9.jpg,38.7087894,-9.1487913
segment10.jpg,38.7111384,-9.1459204
segment11.jpg,38.7148182,-9.140941
segment12.jpg,38.7155098,-9.1412256
segment13.jpg,38.719214,-9.1487906
segment14.jpg,38.7233071,-9.1511912
segment15.jpg,38.734854,-9.1790837
segment16.jpg,38.7456788,-9.1476093
segment17.jpg,38.7278434,-9.1891716
segment18.jpg,38.7576729,-9.1092031
segment19.jpg,38.7675126,-9.0959367
segment20.jpg,38.7621002,-9.1244256
segment21.jpg,38.7278232,-9.1347351
segment22.jpg,38.7365889,-9.133834
segment23.jpg,38.7095414,-9.1497569
segment24.jpg,38.7098603,-9.1482613
segment25.jpg,38.7036251,-9.1678404
segment26.jpg,38.7041237,-9.1609235
segment27.jpg,38.7063838,-9.1515526
segment28.jpg,38.7369971,-9.1901875
segment29.jpg,38.7119099,-9.2210069
segment30.jpg,38.7040146,-9.224963
segment31.jpg,38.7743834,-9.0950229
segment32.jpg,38.7759351,-9.0950111
segment33.jpg,38.7384112,-9.1053149
segment34.jpg,38.7407406,-9.1026685
segment35.jpg,38.7322759,-9.1062791
segment36.jpg,38.7314878,-9.1099077
segment37.jpg,38.7254925,-9.1129857
segment38.jpg,38.711569,-9.1270784
segment39.jpg,38.7113037,-9.127432
segment40.jpg,38.7088393,-9.1302559
segment41.jpg,38.7074052,-9.1339226
segment43.jpg,38.7578718,-9.0963819
segment44.jpg,38.7621486,-9.0960246
segment45.jpg,38.7592498,-9.1116086
segment46.jpg,38.759694,-9.1158574
segment47.jpg,38.7124025,-9.218556
segment48.jpg,38.7126038,-9.2191002
segment49.jpg,38.7358662,-9.1801893
