;             train/loss;              test/loss;  metrics/accuracy_top1;  metrics/accuracy_top5;                   lr/0
184;0.33398;0.33768;0.98644;1;0.0008779
185;0.32992;0.32405;0.98644;1;0.00087724
186;0.33562;0.32716;0.97627;1;0.00087658
187;0.33517;0.32469;0.96949;1;0.00087592
188;0.3279;0.32698;0.98305;1;0.00087526
189;0.33887;0.32558;0.97966;1;0.0008746
190;0.33383;0.34498;0.97966;1;0.00087394
191;0.33018;0.33433;0.97627;1;0.00087328
192;0.33818;0.3448;0.98644;1;0.00087262
193;0.33147;0.33863;0.97966;1;0.00087196
194;0.3372;0.33487;0.97966;1;0.0008713
195;0.32532;0.32145;0.97966;1;0.00087064
196;0.33779;0.34831;0.95932;1;0.00086998
197;0.32948;0.33883;0.97627;1;0.00086932
198;0.32816;0.33145;0.98305;1;0.00086866
199;0.33805;0.34456;0.97966;1;0.000868
200;0.35527;0.33888;0.97627;1;0.00086734
201;0.33175;0.33356;0.97627;1;0.00086668
202;0.34535;0.34514;0.96949;1;0.00086602
203;0.33268;0.32955;0.98305;1;0.00086536
204;0.33818;0.31899;0.98644;1;0.0008647
205;0.34079;0.3336;0.97966;1;0.00086404
206;0.33827;0.32459;0.97966;1;0.00086338
207;0.33332;0.38533;0.94915;1;0.00086272
208;0.33134;0.36356;0.96949;1;0.00086206
209;0.34724;0.33015;0.98305;1;0.0008614
210;0.3382;0.39654;0.95593;1;0.00086074
211;0.34675;0.32511;0.98983;1;0.00086008
212;0.33784;0.33561;0.97288;1;0.00085942
213;0.3392;0.32425;0.97966;1;0.00085876
214;0.33162;0.32126;0.99322;1;0.0008581
215;0.33667;0.32665;0.98644;1;0.00085744
216;0.32885;0.37274;0.94237;1;0.00085678
217;0.33671;0.33361;0.9661;1;0.00085612
218;0.34434;0.34484;0.97966;1;0.00085546
219;0.32318;0.33115;0.97966;1;0.0008548
220;0.32492;0.33594;0.97627;1;0.00085414
221;0.33004;0.33585;0.97288;1;0.00085348
222;0.35399;0.33527;0.97288;1;0.00085282
223;0.32542;0.31946;0.98983;1;0.00085216
224;0.33709;0.3083;0.98983;1;0.0008515
225;0.3239;0.31938;0.98644;1;0.00085084
226;0.34362;0.31944;0.97966;1;0.00085018
227;0.34032;0.34428;0.97627;1;0.00084952
228;0.34149;0.36251;0.96949;1;0.00084886
229;0.32758;0.31778;0.99322;1;0.0008482
230;0.33648;0.32496;0.98983;1;0.00084754
231;0.32539;0.33677;0.98644;1;0.00084688
232;0.32698;0.32775;0.98305;1;0.00084622
233;0.32717;0.3271;0.98305;1;0.00084556
234;0.33033;0.33486;0.97966;1;0.0008449
235;0.33952;0.31477;0.99322;1;0.00084424
236;0.34073;0.33574;0.98644;1;0.00084358
237;0.33239;0.32997;0.98644;1;0.00084292
238;0.33573;0.3211;0.99322;1;0.00084226
239;0.32623;0.31964;0.98305;1;0.0008416
240;0.33438;0.34327;0.97288;1;0.00084094
241;0.33451;0.34651;0.96949;1;0.00084028
242;0.33163;0.32894;0.98305;1;0.00083962
243;0.34205;0.35551;0.97288;1;0.00083896
244;0.32688;0.3214;0.98305;1;0.0008383
245;0.31715;0.32208;0.98644;1;0.00083764
246;0.32189;0.36143;0.95932;1;0.00083698
247;0.32923;0.34114;0.98305;1;0.00083632
248;0.3401;0.3315;0.98305;1;0.00083566
249;0.34343;0.3419;0.98644;1;0.000835
250;0.34369;0.35213;0.96949;1;0.00083434
251;0.34501;0.33522;0.98644;1;0.00083368
252;0.32862;0.34861;0.98305;1;0.00083302
253;0.33557;0.31689;0.98983;1;0.00083236
254;0.33175;0.32819;0.98983;1;0.0008317
255;0.33351;0.32652;0.97627;1;0.00083104
256;0.35469;0.32429;0.98305;1;0.00083038
257;0.34802;0.33275;0.98644;1;0.00082972
258;0.33445;0.32968;0.98305;1;0.00082906
259;0.34814;0.32966;0.98305;1;0.0008284
260;0.3322;0.32347;0.98644;1;0.00082774
261;0.33105;0.31725;0.98644;1;0.00082708
262;0.33106;0.31937;0.99322;1;0.00082642
263;0.32907;0.33405;0.97627;1;0.00082576
264;0.33511;0.3577;0.95932;1;0.0008251
265;0.32883;0.33151;0.97966;1;0.00082444
266;0.32469;0.31966;0.98644;1;0.00082378
267;0.32943;0.32279;0.98983;1;0.00082312
268;0.31979;0.32452;0.98644;1;0.00082246
269;0.34871;0.32804;0.97966;1;0.0008218
270;0.33728;0.34988;0.97966;1;0.00082114
271;0.32797;0.37805;0.96271;1;0.00082048
272;0.32889;0.3206;0.98644;1;0.00081982
273;0.32218;0.33227;0.97966;1;0.00081916
274;0.33637;0.32465;0.98983;1;0.0008185
275;0.33179;0.34469;0.97966;1;0.00081784
276;0.33333;0.33115;0.98305;1;0.00081718
277;0.31139;0.32678;0.98305;1;0.00081652
278;0.31618;0.31929;0.98644;1;0.00081586
279;0.32898;0.32479;0.98305;1;0.0008152
280;0.32891;0.31981;0.98644;1;0.00081454
281;0.3291;0.3202;0.98644;1;0.00081388
282;0.32457;0.33781;0.98644;1;0.00081322
283;0.33175;0.32131;0.98644;1;0.00081256
284;0.34061;0.32274;0.98644;1;0.0008119
285;0.32069;0.31944;0.98644;1;0.00081124
286;0.34027;0.33282;0.98644;1;0.00081058
287;0.33472;0.33458;0.98305;1;0.00080992
288;0.33495;0.32267;0.98305;1;0.00080926
289;0.33664;0.33593;0.98305;1;0.0008086
290;0.33317;0.33479;0.98644;1;0.00080794
291;0.33286;0.31962;0.98305;1;0.00080728
292;0.342;0.32155;0.98644;1;0.00080662
293;0.34965;0.32681;0.98644;1;0.00080596
294;0.3308;0.32492;0.98305;1;0.0008053
295;0.32168;0.33028;0.98305;1;0.00080464
296;0.32486;0.36264;0.98305;1;0.00080398
297;0.32151;0.32653;0.97627;1;0.00080332
298;0.33502;0.32143;0.98305;1;0.00080266
299;0.33148;0.31882;0.98305;1;0.000802
300;0.32828;0.32776;0.98644;1;0.00080134
301;0.31957;0.33842;0.98305;1;0.00080068
302;0.32936;0.31788;0.98644;1;0.00080002
303;0.33266;0.31774;0.98305;1;0.00079936
304;0.32804;0.32026;0.98644;1;0.0007987
305;0.32555;0.32372;0.98644;1;0.00079804
306;0.31895;0.31422;0.98644;1;0.00079738
307;0.3201;0.31899;0.98983;1;0.00079672
308;0.32586;0.31756;0.98644;1;0.00079606
309;0.31739;0.31549;0.98305;1;0.0007954
310;0.31624;0.31355;0.98644;1;0.00079474
311;0.31932;0.31852;0.98644;1;0.00079408
312;0.32556;0.31996;0.98644;1;0.00079342
313;0.34501;0.33317;0.96949;1;0.00079276
314;0.34405;0.3527;0.95932;1;0.0007921
315;0.33318;0.35689;0.9661;1;0.00079144
316;0.34287;0.33377;0.97966;1;0.00079078
317;0.34037;0.32748;0.97966;1;0.00079012
318;0.33284;0.32287;0.98305;1;0.00078946
319;0.35835;0.3252;0.97966;1;0.0007888
320;0.32868;0.32816;0.97966;1;0.00078814
321;0.31941;0.31645;0.98644;1;0.00078748
322;0.32835;0.31369;0.98983;1;0.00078682
323;0.32426;0.32715;0.98305;1;0.00078616
324;0.31555;0.31041;0.98644;1;0.0007855
325;0.31633;0.30672;0.98644;1;0.00078484
326;0.32299;0.30948;0.98983;1;0.00078418
327;0.34053;0.31395;0.97966;1;0.00078352
328;0.33472;0.31949;0.98644;1;0.00078286
329;0.33478;0.32498;0.98644;1;0.0007822
330;0.32074;0.32989;0.98644;1;0.00078154
331;0.33809;0.33318;0.98305;1;0.00078088
332;0.34697;0.3436;0.98644;1;0.00078022
333;0.33752;0.32418;0.98305;1;0.00077956
334;0.3227;0.3505;0.98644;1;0.0007789
335;0.32888;0.31868;0.98644;1;0.00077824
336;0.33663;0.32933;0.98644;1;0.00077758
337;0.33242;0.31963;0.98305;1;0.00077692
338;0.32314;0.31437;0.98644;1;0.00077626
339;0.32538;0.31639;0.98305;1;0.0007756
340;0.32475;0.32257;0.98644;1;0.00077494
341;0.32639;0.32366;0.98644;1;0.00077428
342;0.33252;0.33572;0.98983;1;0.00077362
343;0.3268;0.33386;0.98644;1;0.00077296
344;0.32783;0.31744;0.98644;1;0.0007723
345;0.32776;0.32459;0.98644;1;0.00077164
346;0.32826;0.32405;0.98644;1;0.00077098
347;0.32018;0.32428;0.98644;1;0.00077032
348;0.33704;0.33247;0.98305;1;0.00076966
349;0.33453;0.32083;0.98644;1;0.000769
350;0.3318;0.3177;0.98983;1;0.00076834
351;0.32236;0.31328;0.98983;1;0.00076768
352;0.3343;0.307;0.98983;1;0.00076702
353;0.33116;0.31926;0.98644;1;0.00076636
354;0.33161;0.31901;0.98305;1;0.0007657
355;0.3227;0.31489;0.98983;1;0.00076504
356;0.32301;0.31414;0.98644;1;0.00076438
357;0.32591;0.31379;0.98983;1;0.00076372
358;0.32033;0.31433;0.98644;1;0.00076306
359;0.3294;0.31061;0.98983;1;0.0007624
360;0.32864;0.30932;0.99322;1;0.00076174
361;0.32531;0.31072;0.99322;1;0.00076108
362;0.32666;0.32623;0.98644;1;0.00076042
363;0.32379;0.33232;0.98644;1;0.00075976
364;0.3348;0.32653;0.98983;1;0.0007591
365;0.32328;0.31822;0.98983;1;0.00075844
366;0.33109;0.3237;0.98983;1;0.00075778
367;0.33007;0.32182;0.98644;1;0.00075712
368;0.31704;0.33196;0.97966;1;0.00075646
369;0.32716;0.34042;0.97627;1;0.0007558
370;0.32558;0.32824;0.98644;1;0.00075514
371;0.34066;0.31647;0.98983;1;0.00075448
372;0.32386;0.32661;0.98305;1;0.00075382
373;0.32725;0.31834;0.97966;1;0.00075316
374;0.31859;0.33072;0.97966;1;0.0007525
375;0.32187;0.32463;0.97627;1;0.00075184
376;0.32264;0.34124;0.98305;1;0.00075118
377;0.31535;0.3209;0.98644;1;0.00075052
378;0.34079;0.33662;0.98305;1;0.00074986
379;0.33679;0.32581;0.98305;1;0.0007492
380;0.32334;0.3337;0.98305;1;0.00074854
381;0.3253;0.3189;0.98644;1;0.00074788
382;0.32497;0.32186;0.98305;1;0.00074722
383;0.32295;0.34365;0.98305;1;0.00074656
384;0.32903;0.33622;0.98305;1;0.0007459
385;0.31871;0.32813;0.98644;1;0.00074524
386;0.3172;0.32673;0.97966;1;0.00074458
387;0.31542;0.33722;0.97966;1;0.00074392
388;0.33483;0.33157;0.97627;1;0.00074326
389;0.33392;0.32822;0.98644;1;0.0007426
390;0.32306;0.31188;0.98983;1;0.00074194
391;0.32747;0.32832;0.99322;1;0.00074128
392;0.32876;0.31275;0.99322;1;0.00074062
393;0.32001;0.32897;0.99322;1;0.00073996
394;0.33822;0.31959;0.98644;1;0.0007393
395;0.32108;0.3158;0.98983;1;0.00073864
396;0.31845;0.31417;0.98983;1;0.00073798
397;0.329;0.31401;0.98983;1;0.00073732
398;0.321;0.31441;0.99322;1;0.00073666
399;0.32005;0.31463;0.98644;1;0.000736
400;0.31392;0.31482;0.98983;1;0.00073534
401;0.31965;0.31966;0.98644;1;0.00073468
402;0.32813;0.31533;0.98644;1;0.00073402
403;0.3288;0.34503;0.98305;1;0.00073336
404;0.32304;0.32259;0.98644;1;0.0007327
405;0.32971;0.32292;0.98983;1;0.00073204
406;0.3241;0.31619;0.98983;1;0.00073138
407;0.32032;0.34906;0.98305;1;0.00073072
408;0.33015;0.31791;0.98305;1;0.00073006
409;0.32547;0.31733;0.98644;1;0.0007294
410;0.33311;0.31341;0.99322;1;0.00072874
411;0.33494;0.31197;0.98644;1;0.00072808
412;0.31516;0.31081;0.99322;1;0.00072742
413;0.31495;0.31544;0.98983;1;0.00072676
414;0.32469;0.32733;0.99322;1;0.0007261
415;0.33207;0.31088;0.99322;1;0.00072544
416;0.33536;0.34234;0.98644;1;0.00072478
417;0.35117;0.31769;0.98983;1;0.00072412
418;0.32666;0.31899;0.98644;1;0.00072346
419;0.33438;0.32815;0.97966;1;0.0007228
420;0.32062;0.32982;0.97966;1;0.00072214
421;0.31697;0.32125;0.98305;1;0.00072148
422;0.32006;0.32177;0.97966;1;0.00072082
423;0.31273;0.31512;0.98305;1;0.00072016
424;0.32714;0.32003;0.98644;1;0.0007195
425;0.32721;0.32293;0.98644;1;0.00071884
426;0.32918;0.32692;0.98644;1;0.00071818
427;0.33019;0.31868;0.98644;1;0.00071752
428;0.32165;0.31695;0.98644;1;0.00071686
429;0.32315;0.32064;0.98644;1;0.0007162
430;0.32021;0.33255;0.98305;1;0.00071554
431;0.32418;0.3155;0.98305;1;0.00071488
432;0.32994;0.31335;0.98305;1;0.00071422
433;0.32286;0.31379;0.98305;1;0.00071356
434;0.3236;0.3174;0.98305;1;0.0007129
435;0.32245;0.3141;0.98305;1;0.00071224
436;0.31534;0.31221;0.98644;1;0.00071158
437;0.31319;0.32327;0.98644;1;0.00071092
438;0.32768;0.31114;0.98983;1;0.00071026
439;0.33019;0.30976;0.98983;1;0.0007096
440;0.3276;0.31109;0.98983;1;0.00070894
441;0.32261;0.31052;0.98644;1;0.00070828
442;0.32718;0.31503;0.98644;1;0.00070762
443;0.32439;0.31257;0.98644;1;0.00070696
444;0.32406;0.31537;0.97966;1;0.0007063
445;0.31747;0.31304;0.98644;1;0.00070564
446;0.31972;0.31938;0.98644;1;0.00070498
447;0.31859;0.33647;0.98644;1;0.00070432
448;0.31842;0.32422;0.98644;1;0.00070366
449;0.31606;0.32474;0.98644;1;0.000703
450;0.31897;0.33404;0.98644;1;0.00070234
451;0.32292;0.31142;0.98644;1;0.00070168
452;0.3253;0.30962;0.98983;1;0.00070102
453;0.32202;0.32061;0.98983;1;0.00070036
454;0.32423;0.31073;0.98983;1;0.0006997
455;0.32143;0.31325;0.98983;1;0.00069904
456;0.33911;0.31583;0.98983;1;0.00069838
457;0.31696;0.31346;0.98983;1;0.00069772
458;0.31413;0.32774;0.98983;1;0.00069706
459;0.323;0.3111;0.98983;1;0.0006964
460;0.33384;0.31005;0.98644;1;0.00069574
461;0.31601;0.30997;0.98644;1;0.00069508
462;0.32418;0.31075;0.98644;1;0.00069442
463;0.32274;0.31566;0.98983;1;0.00069376
464;0.32227;0.31272;0.98983;1;0.0006931
465;0.33035;0.31915;0.98644;1;0.00069244
466;0.33141;0.31232;0.98983;1;0.00069178
467;0.32269;0.31585;0.98983;1;0.00069112
468;0.32441;0.31665;0.98983;1;0.00069046
469;0.32477;0.32852;0.98983;1;0.0006898
470;0.32289;0.3176;0.98983;1;0.00068914
471;0.31426;0.31596;0.98983;1;0.00068848
472;0.31529;0.31758;0.98983;1;0.00068782
473;0.32591;0.32697;0.98983;1;0.00068716
474;0.32855;0.32073;0.98644;1;0.0006865
475;0.31517;0.31351;0.98644;1;0.00068584
476;0.3059;0.31504;0.98644;1;0.00068518
477;0.31033;0.31551;0.98644;1;0.00068452
478;0.31327;0.314;0.98644;1;0.00068386
479;0.31131;0.32338;0.98644;1;0.0006832
480;0.33213;0.31048;0.98644;1;0.00068254
481;0.32682;0.31269;0.98983;1;0.00068188
482;0.32377;0.33247;0.98644;1;0.00068122
483;0.33046;0.32835;0.98644;1;0.00068056
484;0.32246;0.31176;0.98644;1;0.0006799
485;0.33445;0.31147;0.98983;1;0.00067924
486;0.32057;0.31349;0.98983;1;0.00067858
487;0.3253;0.3107;0.98983;1;0.00067792
488;0.31956;0.3128;0.98983;1;0.00067726
489;0.32972;0.31272;0.98983;1;0.0006766
490;0.3249;0.31353;0.98644;1;0.00067594
491;0.33386;0.314;0.98644;1;0.00067528
492;0.31576;0.32338;0.98644;1;0.00067462
493;0.31951;0.31201;0.98983;1;0.00067396
494;0.31691;0.31042;0.98983;1;0.0006733
495;0.32131;0.31286;0.98983;1;0.00067264
496;0.31645;0.31308;0.98983;1;0.00067198
497;0.3073;0.32408;0.98983;1;0.00067132
498;0.31269;0.313;0.98983;1;0.00067066
499;0.31364;0.31252;0.98983;1;0.00067
500;0.32157;0.31221;0.98983;1;0.00066934
501;0.32984;0.32033;0.98983;1;0.00066868
502;0.31676;0.31009;0.98983;1;0.00066802
503;0.32234;0.31088;0.98983;1;0.00066736
504;0.32454;0.31838;0.98983;1;0.0006667
505;0.32971;0.34102;0.98983;1;0.00066604
506;0.31663;0.30912;0.98983;1;0.00066538
507;0.31675;0.30835;0.98983;1;0.00066472
508;0.31674;0.31596;0.98983;1;0.00066406
509;0.31627;0.32185;0.98983;1;0.0006634
510;0.31641;0.30947;0.98983;1;0.00066274
511;0.31379;0.3124;0.98983;1;0.00066208
512;0.31291;0.31871;0.98983;1;0.00066142
513;0.32144;0.32237;0.98983;1;0.00066076
514;0.3167;0.3098;0.98983;1;0.0006601
515;0.30983;0.30799;0.98983;1;0.00065944
516;0.31338;0.30836;0.98983;1;0.00065878
517;0.31929;0.30901;0.98983;1;0.00065812
518;0.31981;0.30913;0.98983;1;0.00065746
519;0.31904;0.31789;0.98983;1;0.0006568
520;0.31617;0.30785;0.98983;1;0.00065614
521;0.3172;0.31301;0.98983;1;0.00065548
522;0.31795;0.30837;0.98983;1;0.00065482
523;0.32295;0.30851;0.98983;1;0.00065416
524;0.3202;0.30902;0.98983;1;0.0006535
525;0.31931;0.31194;0.98983;1;0.00065284
526;0.32365;0.3113;0.98983;1;0.00065218
527;0.31995;0.3201;0.98983;1;0.00065152
528;0.32413;0.32117;0.98983;1;0.00065086
529;0.317;0.30937;0.98983;1;0.0006502
530;0.32128;0.31017;0.98983;1;0.00064954
531;0.31018;0.32387;0.98983;1;0.00064888
532;0.31626;0.31175;0.98983;1;0.00064822
533;0.31107;0.33623;0.98983;1;0.00064756
534;0.31563;0.32496;0.98983;1;0.0006469
535;0.3231;0.31302;0.98983;1;0.00064624
536;0.31432;0.31441;0.98644;1;0.00064558
537;0.32381;0.34034;0.98983;1;0.00064492
538;0.32679;0.32502;0.98983;1;0.00064426
539;0.32737;0.31422;0.98983;1;0.0006436
540;0.31441;0.313;0.98983;1;0.00064294
541;0.30547;0.3209;0.98644;1;0.00064228
542;0.3193;0.31587;0.98644;1;0.00064162
543;0.32189;0.31084;0.98644;1;0.00064096
544;0.32214;0.32568;0.98644;1;0.0006403
545;0.32863;0.31156;0.98644;1;0.00063964
546;0.32037;0.3108;0.98644;1;0.00063898
547;0.30876;0.32149;0.98644;1;0.00063832
548;0.31586;0.3125;0.98644;1;0.00063766
549;0.30697;0.31197;0.98644;1;0.000637
550;0.32109;0.31159;0.98644;1;0.00063634
551;0.31071;0.32508;0.98644;1;0.00063568
552;0.31835;0.31178;0.98644;1;0.00063502
553;0.32301;0.3122;0.98644;1;0.00063436
554;0.31405;0.31257;0.98644;1;0.0006337
