;             train/loss;              test/loss;  metrics/accuracy_top1;  metrics/accuracy_top5;                   lr/0
555;0.3187;0.31208;0.98644;1;0.00063304
556;0.32458;0.3226;0.98644;1;0.00063238
557;0.32786;0.31336;0.98644;1;0.00063172
558;0.32691;0.312;0.98644;1;0.00063106
559;0.31493;0.31134;0.98644;1;0.0006304
560;0.32301;0.3116;0.98644;1;0.00062974
561;0.31608;0.32907;0.98644;1;0.00062908
562;0.30986;0.31048;0.98644;1;0.00062842
563;0.31964;0.30972;0.98644;1;0.00062776
564;0.32506;0.3383;0.98644;1;0.0006271
565;0.32041;0.31;0.98644;1;0.00062644
566;0.31753;0.324;0.98983;1;0.00062578
567;0.32431;0.32365;0.98644;1;0.00062512
568;0.32706;0.30938;0.98644;1;0.00062446
569;0.31522;0.31706;0.98644;1;0.0006238
570;0.32051;0.30961;0.98983;1;0.00062314
571;0.31877;0.3389;0.98983;1;0.00062248
572;0.31828;0.31042;0.98983;1;0.00062182
573;0.31849;0.32458;0.98983;1;0.00062116
574;0.31539;0.31036;0.98644;1;0.0006205
575;0.32433;0.31514;0.98644;1;0.00061984
576;0.32789;0.3145;0.98644;1;0.00061918
577;0.31759;0.3098;0.98644;1;0.00061852
578;0.32255;0.31049;0.98644;1;0.00061786
579;0.31312;0.33682;0.98644;1;0.0006172
580;0.31816;0.31074;0.98644;1;0.00061654
581;0.31823;0.32543;0.98644;1;0.00061588
582;0.32668;0.31084;0.98644;1;0.00061522
583;0.31732;0.31075;0.98644;1;0.00061456
584;0.31828;0.31161;0.98644;1;0.0006139
585;0.31598;0.31047;0.98644;1;0.00061324
586;0.31701;0.32589;0.98644;1;0.00061258
587;0.31405;0.32377;0.98644;1;0.00061192
588;0.30915;0.30912;0.98644;1;0.00061126
589;0.30981;0.30904;0.98644;1;0.0006106
590;0.32377;0.32255;0.98644;1;0.00060994
591;0.3156;0.30858;0.98644;1;0.00060928
592;0.31467;0.30846;0.98644;1;0.00060862
593;0.3329;0.31312;0.98644;1;0.00060796
594;0.30829;0.31381;0.98644;1;0.0006073
595;0.31396;0.30886;0.98644;1;0.00060664
596;0.30432;0.32421;0.98644;1;0.00060598
597;0.30473;0.30946;0.98644;1;0.00060532
598;0.30867;0.31697;0.98644;1;0.00060466
599;0.31363;0.33709;0.98644;1;0.000604
600;0.32373;0.31095;0.98644;1;0.00060334
601;0.31402;0.31049;0.98644;1;0.00060268
602;0.3152;0.31096;0.98644;1;0.00060202
603;0.31121;0.3108;0.98983;1;0.00060136
604;0.32643;0.31169;0.98983;1;0.0006007
605;0.32735;0.31071;0.98983;1;0.00060004
606;0.31188;0.31067;0.98983;1;0.00059938
607;0.31981;0.31404;0.98983;1;0.00059872
608;0.32449;0.32428;0.98983;1;0.00059806
609;0.32163;0.3243;0.98983;1;0.0005974
610;0.31632;0.33308;0.98983;1;0.00059674
611;0.31632;0.31116;0.98983;1;0.00059608
612;0.30611;0.31057;0.98983;1;0.00059542
613;0.31028;0.31112;0.98983;1;0.00059476
614;0.3113;0.32651;0.98983;1;0.0005941
615;0.32122;0.32086;0.98983;1;0.00059344
616;0.31346;0.3141;0.98983;1;0.00059278
617;0.30614;0.3099;0.98644;1;0.00059212
618;0.31411;0.32246;0.98644;1;0.00059146
619;0.31646;0.32425;0.98983;1;0.0005908
620;0.31343;0.30982;0.98983;1;0.00059014
621;0.30984;0.30992;0.98983;1;0.00058948
622;0.31641;0.30917;0.98983;1;0.00058882
623;0.31887;0.30947;0.98983;1;0.00058816
624;0.30978;0.30888;0.98983;1;0.0005875
625;0.30795;0.30842;0.98983;1;0.00058684
626;0.31221;0.32028;0.98983;1;0.00058618
627;0.3162;0.32065;0.98983;1;0.00058552
628;0.31245;0.30796;0.98983;1;0.00058486
629;0.30912;0.32341;0.98983;1;0.0005842
630;0.30886;0.31955;0.98983;1;0.00058354
631;0.31409;0.32119;0.98983;1;0.00058288
632;0.30882;0.31977;0.98983;1;0.00058222
633;0.31191;0.31178;0.98644;1;0.00058156
634;0.31402;0.30832;0.98644;1;0.0005809
635;0.31163;0.32016;0.98644;1;0.00058024
636;0.31129;0.30872;0.98644;1;0.00057958
637;0.31991;0.30885;0.98644;1;0.00057892
638;0.31735;0.30867;0.98983;1;0.00057826
639;0.31147;0.32081;0.98983;1;0.0005776
640;0.31557;0.30864;0.98983;1;0.00057694
641;0.31212;0.30888;0.98983;1;0.00057628
642;0.31236;0.31211;0.98983;1;0.00057562
643;0.32012;0.30835;0.98983;1;0.00057496
644;0.31957;0.31737;0.98983;1;0.0005743
645;0.32334;0.30798;0.98983;1;0.00057364
646;0.32199;0.32374;0.98983;1;0.00057298
647;0.3129;0.312;0.98983;1;0.00057232
648;0.33202;0.30913;0.98983;1;0.00057166
649;0.31164;0.31185;0.98983;1;0.000571
650;0.3117;0.31202;0.98983;1;0.00057034
651;0.31255;0.30981;0.98983;1;0.00056968
652;0.30556;0.31241;0.98983;1;0.00056902
653;0.31361;0.30992;0.98983;1;0.00056836
654;0.30975;0.33575;0.98983;1;0.0005677
655;0.3156;0.33524;0.98983;1;0.00056704
656;0.31846;0.31047;0.98983;1;0.00056638
657;0.32842;0.32291;0.98983;1;0.00056572
658;0.32037;0.30978;0.98983;1;0.00056506
659;0.30961;0.3122;0.98983;1;0.0005644
660;0.30752;0.32208;0.98983;1;0.00056374
661;0.31219;0.31957;0.98983;1;0.00056308
662;0.32483;0.31026;0.98983;1;0.00056242
663;0.32388;0.31043;0.98983;1;0.00056176
664;0.31492;0.31057;0.98983;1;0.0005611
665;0.30641;0.32236;0.98983;1;0.00056044
666;0.30805;0.31125;0.98983;1;0.00055978
667;0.32642;0.31068;0.98983;1;0.00055912
668;0.31465;0.31067;0.98983;1;0.00055846
669;0.32867;0.31045;0.98983;1;0.0005578
670;0.31481;0.32444;0.98983;1;0.00055714
671;0.31476;0.31239;0.98983;1;0.00055648
672;0.31649;0.32353;0.98983;1;0.00055582
673;0.31934;0.32283;0.98983;1;0.00055516
674;0.31527;0.3231;0.98983;1;0.0005545
675;0.31954;0.3265;0.98983;1;0.00055384
676;0.31912;0.32827;0.98983;1;0.00055318
677;0.32555;0.31116;0.98983;1;0.00055252
678;0.30805;0.31359;0.98983;1;0.00055186
679;0.30861;0.32442;0.98983;1;0.0005512
680;0.30939;0.31115;0.98983;1;0.00055054
681;0.31429;0.32361;0.98983;1;0.00054988
682;0.31276;0.31279;0.98983;1;0.00054922
683;0.31635;0.3218;0.98983;1;0.00054856
684;0.30893;0.3272;0.98983;1;0.0005479
685;0.31923;0.31091;0.98983;1;0.00054724
686;0.31095;0.31347;0.98983;1;0.00054658
687;0.30328;0.31074;0.98983;1;0.00054592
688;0.31068;0.31054;0.98983;1;0.00054526
689;0.30935;0.31052;0.98983;1;0.0005446
690;0.30988;0.32496;0.98983;1;0.00054394
691;0.3202;0.32215;0.98983;1;0.00054328
692;0.30813;0.31346;0.98983;1;0.00054262
693;0.31222;0.31012;0.98983;1;0.00054196
694;0.3099;0.30971;0.98983;1;0.0005413
695;0.30581;0.30989;0.98983;1;0.00054064
696;0.30244;0.30978;0.98644;1;0.00053998
697;0.30324;0.32053;0.98644;1;0.00053932
698;0.30373;0.30987;0.98644;1;0.00053866
699;0.3111;0.31332;0.98644;1;0.000538
700;0.31381;0.32039;0.98644;1;0.00053734
701;0.31932;0.3095;0.98644;1;0.00053668
702;0.3147;0.3093;0.98983;1;0.00053602
703;0.32;0.31988;0.98983;1;0.00053536
704;0.31146;0.31926;0.98983;1;0.0005347
705;0.30829;0.30883;0.98983;1;0.00053404
706;0.31493;0.33069;0.98983;1;0.00053338
707;0.32337;0.31935;0.98983;1;0.00053272
708;0.32068;0.31976;0.98983;1;0.00053206
709;0.31754;0.32119;0.98983;1;0.0005314
710;0.31062;0.30913;0.98983;1;0.00053074
711;0.31123;0.31998;0.98983;1;0.00053008
712;0.31197;0.31942;0.98983;1;0.00052942
713;0.32221;0.3087;0.98983;1;0.00052876
714;0.31705;0.30843;0.98983;1;0.0005281
715;0.31726;0.30816;0.98983;1;0.00052744
716;0.31464;0.30862;0.98983;1;0.00052678
717;0.32257;0.30894;0.98983;1;0.00052612
718;0.31947;0.30932;0.98983;1;0.00052546
719;0.31356;0.31212;0.98983;1;0.0005248
720;0.30966;0.30973;0.98983;1;0.00052414
721;0.30814;0.309;0.98983;1;0.00052348
722;0.30601;0.31028;0.98983;1;0.00052282
723;0.31917;0.31223;0.98983;1;0.00052216
724;0.32091;0.30941;0.98983;1;0.0005215
725;0.31189;0.31047;0.98983;1;0.00052084
726;0.30889;0.30973;0.98983;1;0.00052018
727;0.30441;0.3222;0.98983;1;0.00051952
728;0.311;0.31078;0.98983;1;0.00051886
729;0.30626;0.30958;0.98983;1;0.0005182
730;0.30844;0.30933;0.98983;1;0.00051754
731;0.30739;0.30939;0.98983;1;0.00051688
732;0.32047;0.32088;0.98983;1;0.00051622
733;0.31144;0.31003;0.98983;1;0.00051556
734;0.31771;0.30948;0.98983;1;0.0005149
735;0.3089;0.30927;0.98983;1;0.00051424
736;0.32392;0.30928;0.98983;1;0.00051358
737;0.32214;0.31111;0.98983;1;0.00051292
738;0.31955;0.30964;0.98983;1;0.00051226
739;0.31091;0.30953;0.98983;1;0.0005116
740;0.30483;0.30937;0.98983;1;0.00051094
741;0.31357;0.31979;0.98983;1;0.00051028
742;0.32353;0.32;0.98983;1;0.00050962
743;0.31038;0.32041;0.98983;1;0.00050896
744;0.31108;0.32134;0.98983;1;0.0005083
745;0.31119;0.30943;0.98983;1;0.00050764
746;0.31528;0.31342;0.98983;1;0.00050698
747;0.31253;0.32178;0.98983;1;0.00050632
748;0.31239;0.30956;0.98983;1;0.00050566
749;0.30561;0.332;0.98983;1;0.000505
750;0.30901;0.31328;0.98983;1;0.00050434
751;0.31088;0.30969;0.98983;1;0.00050368
752;0.30706;0.31002;0.98983;1;0.00050302
753;0.31028;0.3096;0.98983;1;0.00050236
754;0.30329;0.31222;0.98983;1;0.0005017
755;0.30793;0.32167;0.98983;1;0.00050104
756;0.32451;0.32474;0.98983;1;0.00050038
757;0.31576;0.30909;0.98983;1;0.00049972
758;0.32303;0.3088;0.98983;1;0.00049906
759;0.31789;0.31876;0.98983;1;0.0004984
760;0.31012;0.31216;0.98983;1;0.00049774
761;0.31202;0.30931;0.98983;1;0.00049708
762;0.30625;0.30918;0.98983;1;0.00049642
763;0.30421;0.31859;0.98983;1;0.00049576
764;0.31519;0.33043;0.98983;1;0.0004951
765;0.30848;0.3123;0.98983;1;0.00049444
766;0.31453;0.30941;0.98983;1;0.00049378
767;0.31592;0.32102;0.98983;1;0.00049312
768;0.30669;0.31875;0.98983;1;0.00049246
769;0.31373;0.30951;0.98983;1;0.0004918
770;0.30788;0.30957;0.98983;1;0.00049114
771;0.3157;0.30962;0.98983;1;0.00049048
772;0.30279;0.30929;0.98983;1;0.00048982
773;0.30809;0.31286;0.98983;1;0.00048916
774;0.30746;0.30933;0.98983;1;0.0004885
775;0.31124;0.30947;0.98983;1;0.00048784
776;0.31149;0.30932;0.98983;1;0.00048718
777;0.30917;0.31227;0.98983;1;0.00048652
778;0.31864;0.32121;0.98983;1;0.00048586
779;0.31132;0.30952;0.98983;1;0.0004852
780;0.31284;0.30982;0.98983;1;0.00048454
781;0.3138;0.34544;0.98983;1;0.00048388
782;0.30954;0.31239;0.98983;1;0.00048322
783;0.31531;0.3206;0.98983;1;0.00048256
784;0.30849;0.32171;0.98983;1;0.0004819
785;0.31124;0.31041;0.98983;1;0.00048124
786;0.3113;0.31218;0.98983;1;0.00048058
787;0.30716;0.31298;0.98983;1;0.00047992
788;0.30433;0.31256;0.98983;1;0.00047926
789;0.30129;0.31022;0.98983;1;0.0004786
790;0.3071;0.32375;0.98983;1;0.00047794
791;0.30228;0.31303;0.98983;1;0.00047728
792;0.31339;0.3202;0.98983;1;0.00047662
793;0.30903;0.3102;0.98983;1;0.00047596
794;0.31921;0.31065;0.98983;1;0.0004753
795;0.30832;0.31338;0.98983;1;0.00047464
796;0.30856;0.32141;0.98983;1;0.00047398
797;0.30845;0.3112;0.98983;1;0.00047332
798;0.3185;0.31085;0.98983;1;0.00047266
799;0.31094;0.32197;0.98983;1;0.000472
800;0.30963;0.31114;0.98983;1;0.00047134
801;0.31532;0.31092;0.98983;1;0.00047068
802;0.31402;0.31071;0.98983;1;0.00047002
803;0.3071;0.33648;0.98983;1;0.00046936
804;0.30786;0.31305;0.98983;1;0.0004687
805;0.31406;0.31085;0.98983;1;0.00046804
806;0.30916;0.31362;0.98983;1;0.00046738
807;0.3206;0.31086;0.98983;1;0.00046672
808;0.31216;0.32233;0.98983;1;0.00046606
809;0.3146;0.31093;0.98983;1;0.0004654
810;0.30303;0.31112;0.98983;1;0.00046474
811;0.30604;0.31114;0.98983;1;0.00046408
812;0.30911;0.31096;0.98983;1;0.00046342
813;0.30091;0.32486;0.98983;1;0.00046276
814;0.30248;0.31093;0.98983;1;0.0004621
815;0.31307;0.31117;0.98983;1;0.00046144
816;0.30601;0.31101;0.98983;1;0.00046078
817;0.32085;0.32533;0.98983;1;0.00046012
818;0.30661;0.31074;0.98983;1;0.00045946
819;0.31504;0.31058;0.98983;1;0.0004588
820;0.30995;0.31098;0.98983;1;0.00045814
821;0.31239;0.32233;0.98983;1;0.00045748
822;0.31245;0.31054;0.98983;1;0.00045682
823;0.30796;0.31049;0.98983;1;0.00045616
824;0.30771;0.31016;0.98983;1;0.0004555
825;0.31254;0.31047;0.98983;1;0.00045484
826;0.31623;0.32182;0.98983;1;0.00045418
827;0.31572;0.31207;0.98983;1;0.00045352
828;0.31084;0.31023;0.98983;1;0.00045286
829;0.31199;0.32241;0.98983;1;0.0004522
830;0.32013;0.32155;0.98983;1;0.00045154
831;0.3149;0.31004;0.98983;1;0.00045088
832;0.30568;0.3102;0.98983;1;0.00045022
833;0.31097;0.33346;0.98983;1;0.00044956
834;0.30453;0.32464;0.98983;1;0.0004489
835;0.30403;0.31002;0.98983;1;0.00044824
836;0.30859;0.3099;0.98983;1;0.00044758
837;0.30988;0.30972;0.98983;1;0.00044692
838;0.3076;0.32155;0.98983;1;0.00044626
839;0.30861;0.32443;0.98983;1;0.0004456
840;0.31214;0.31238;0.98983;1;0.00044494
841;0.30702;0.30958;0.98983;1;0.00044428
842;0.30174;0.3096;0.98983;1;0.00044362
843;0.31462;0.32131;0.98983;1;0.00044296
844;0.31323;0.30972;0.98983;1;0.0004423
845;0.30823;0.30916;0.98983;1;0.00044164
846;0.3037;0.30926;0.98983;1;0.00044098
847;0.30489;0.32131;0.98983;1;0.00044032
848;0.3074;0.30935;0.98983;1;0.00043966
849;0.30236;0.30909;0.98983;1;0.000439
850;0.30843;0.30917;0.98983;1;0.00043834
851;0.30849;0.32048;0.98983;1;0.00043768
852;0.31369;0.31089;0.98983;1;0.00043702
853;0.30451;0.30886;0.98983;1;0.00043636
854;0.31001;0.30898;0.98983;1;0.0004357
855;0.30317;0.32336;0.98983;1;0.00043504
856;0.31035;0.30899;0.98983;1;0.00043438
857;0.30763;0.30904;0.98983;1;0.00043372
858;0.30419;0.33124;0.98983;1;0.00043306
859;0.3077;0.31051;0.98983;1;0.0004324
860;0.30684;0.30915;0.98983;1;0.00043174
861;0.30928;0.30891;0.98983;1;0.00043108
862;0.30733;0.3335;0.98983;1;0.00043042
863;0.30261;0.30902;0.98983;1;0.00042976
864;0.30307;0.30902;0.98983;1;0.0004291
865;0.30663;0.31976;0.98983;1;0.00042844
866;0.30288;0.32229;0.98983;1;0.00042778
867;0.30623;0.32348;0.98983;1;0.00042712
868;0.31545;0.30939;0.98983;1;0.00042646
869;0.30878;0.31099;0.98983;1;0.0004258
870;0.30673;0.32117;0.98983;1;0.00042514
871;0.30474;0.30924;0.98983;1;0.00042448
872;0.30474;0.31949;0.98983;1;0.00042382
873;0.30302;0.30915;0.98983;1;0.00042316
874;0.3067;0.30889;0.98983;1;0.0004225
875;0.30768;0.30932;0.98983;1;0.00042184
876;0.3144;0.32153;0.98983;1;0.00042118
877;0.30255;0.31188;0.98983;1;0.00042052
878;0.30474;0.3093;0.98983;1;0.00041986
879;0.31209;0.3195;0.98983;1;0.0004192
880;0.30318;0.3193;0.98983;1;0.00041854
881;0.30309;0.31945;0.98983;1;0.00041788
882;0.3052;0.32241;0.98983;1;0.00041722
883;0.30715;0.30958;0.98983;1;0.00041656
884;0.30153;0.31117;0.98983;1;0.0004159
885;0.30795;0.32123;0.98983;1;0.00041524
886;0.31045;0.30926;0.98983;1;0.00041458
887;0.30899;0.30927;0.98983;1;0.00041392
888;0.30748;0.30933;0.98983;1;0.00041326
889;0.30852;0.30933;0.98983;1;0.0004126
890;0.30669;0.32081;0.98983;1;0.00041194
891;0.30858;0.30922;0.98983;1;0.00041128
892;0.31615;0.30936;0.98983;1;0.00041062
893;0.31337;0.31096;0.98983;1;0.00040996
894;0.31123;0.30913;0.98983;1;0.0004093
895;0.31254;0.31302;0.98983;1;0.00040864
896;0.31902;0.3115;0.98983;1;0.00040798
897;0.30409;0.32352;0.98983;1;0.00040732
898;0.30816;0.30931;0.98983;1;0.00040666
899;0.30711;0.32161;0.98983;1;0.000406
900;0.30807;0.32255;0.98983;1;0.00040534
901;0.30717;0.32146;0.98983;1;0.00040468
902;0.3121;0.30976;0.98983;1;0.00040402
903;0.31093;0.31159;0.98983;1;0.00040336
904;0.30818;0.31098;0.98983;1;0.0004027
905;0.30677;0.32187;0.98983;1;0.00040204
906;0.30441;0.31975;0.98983;1;0.00040138
907;0.30505;0.30978;0.98983;1;0.00040072
908;0.3068;0.30979;0.98983;1;0.00040006
909;0.30775;0.31003;0.98983;1;0.0003994
910;0.314;0.31226;0.98983;1;0.00039874
911;0.30965;0.3355;0.98983;1;0.00039808
912;0.30655;0.32508;0.98983;1;0.00039742
913;0.30816;0.30981;0.98983;1;0.00039676
914;0.30694;0.31218;0.98983;1;0.0003961
915;0.30653;0.32362;0.98983;1;0.00039544
916;0.30995;0.31198;0.98983;1;0.00039478
917;0.31379;0.31003;0.98983;1;0.00039412
918;0.30885;0.30999;0.98983;1;0.00039346
919;0.30847;0.30994;0.98983;1;0.0003928
920;0.30858;0.31014;0.98983;1;0.00039214
921;0.31048;0.32243;0.98983;1;0.00039148
922;0.30153;0.32734;0.98983;1;0.00039082
923;0.30377;0.31207;0.98983;1;0.00039016
924;0.30739;0.30988;0.98983;1;0.0003895
925;0.3094;0.30986;0.98983;1;0.00038884
926;0.30548;0.30975;0.98983;1;0.00038818
927;0.30585;0.30995;0.98983;1;0.00038752
928;0.30099;0.32001;0.98983;1;0.00038686
929;0.30756;0.3099;0.98983;1;0.0003862
930;0.31198;0.30984;0.98983;1;0.00038554
931;0.31299;0.31215;0.98983;1;0.00038488
932;0.30611;0.32576;0.98983;1;0.00038422
933;0.30292;0.30976;0.98983;1;0.00038356
934;0.30512;0.31958;0.98983;1;0.0003829
935;0.31166;0.30976;0.98983;1;0.00038224
936;0.30629;0.30983;0.98983;1;0.00038158
937;0.31151;0.30986;0.98983;1;0.00038092
938;0.30708;0.31155;0.98983;1;0.00038026
939;0.30914;0.32166;0.98983;1;0.0003796
940;0.30427;0.31174;0.98983;1;0.00037894
941;0.31072;0.31026;0.98983;1;0.00037828
942;0.31221;0.30985;0.98983;1;0.00037762
943;0.30436;0.31193;0.98983;1;0.00037696
944;0.30636;0.31943;0.98983;1;0.0003763
945;0.3075;0.33219;0.98983;1;0.00037564
946;0.29827;0.31005;0.98983;1;0.00037498
947;0.30281;0.30997;0.98983;1;0.00037432
948;0.30716;0.33427;0.98983;1;0.00037366
949;0.30767;0.30977;0.98983;1;0.000373
950;0.3029;0.3121;0.98983;1;0.00037234
951;0.30612;0.32233;0.98983;1;0.00037168
952;0.30728;0.31009;0.98983;1;0.00037102
953;0.30706;0.31954;0.98983;1;0.00037036
954;0.30948;0.31003;0.98983;1;0.0003697
955;0.30479;0.31005;0.98983;1;0.00036904
956;0.29878;0.31193;0.98983;1;0.00036838
957;0.30785;0.30992;0.98983;1;0.00036772
958;0.30648;0.31204;0.98983;1;0.00036706
959;0.31333;0.3121;0.98983;1;0.0003664
960;0.31001;0.31002;0.98983;1;0.00036574
961;0.30865;0.32399;0.98983;1;0.00036508
962;0.30132;0.31009;0.98983;1;0.00036442
963;0.29934;0.31037;0.98983;1;0.00036376
964;0.3055;0.31;0.98983;1;0.0003631
965;0.30405;0.31024;0.98983;1;0.00036244
966;0.30162;0.31229;0.98983;1;0.00036178
967;0.30716;0.31216;0.98983;1;0.00036112
968;0.30296;0.32654;0.98983;1;0.00036046
969;0.31079;0.3104;0.98983;1;0.0003598
970;0.30325;0.30989;0.98983;1;0.00035914
971;0.31326;0.31003;0.98983;1;0.00035848
972;0.30537;0.32474;0.98983;1;0.00035782
973;0.3008;0.32646;0.98983;1;0.00035716
974;0.31417;0.31001;0.98983;1;0.0003565
975;0.30813;0.31269;0.98983;1;0.00035584
976;0.30442;0.31013;0.98983;1;0.00035518
977;0.3018;0.30998;0.98983;1;0.00035452
978;0.30302;0.31015;0.98983;1;0.00035386
979;0.3083;0.31035;0.98983;1;0.0003532
980;0.30788;0.31025;0.98983;1;0.00035254
981;0.30614;0.30999;0.98983;1;0.00035188
982;0.3091;0.31013;0.98983;1;0.00035122
983;0.30419;0.31972;0.98983;1;0.00035056
984;0.3069;0.31012;0.98983;1;0.0003499
985;0.31099;0.31067;0.98983;1;0.00034924
986;0.3013;0.31044;0.98983;1;0.00034858
987;0.30545;0.33395;0.98983;1;0.00034792
988;0.30827;0.30994;0.98983;1;0.00034726
989;0.31292;0.31014;0.98983;1;0.0003466
990;0.30393;0.31204;0.98983;1;0.00034594
991;0.30814;0.30999;0.98983;1;0.00034528
992;0.30483;0.32407;0.98983;1;0.00034462
993;0.30678;0.30993;0.98983;1;0.00034396
994;0.30832;0.31016;0.98983;1;0.0003433
995;0.30809;0.30979;0.98983;1;0.00034264
996;0.30587;0.3119;0.98983;1;0.00034198
997;0.30629;0.3104;0.98983;1;0.00034132
998;0.30104;0.326;0.98983;1;0.00034066
999;0.29981;0.30997;0.98983;1;0.00034
1000;0.30392;0.30991;0.98983;1;0.00033934
1001;0.30712;0.3098;0.98983;1;0.00033868
1002;0.30648;0.31009;0.98983;1;0.00033802
1003;0.30039;0.32303;0.98983;1;0.00033736
1004;0.2989;0.30997;0.98983;1;0.0003367
1005;0.30009;0.30988;0.98983;1;0.00033604
1006;0.29995;0.31;0.98983;1;0.00033538
1007;0.3041;0.3124;0.98983;1;0.00033472
1008;0.3069;0.32145;0.98983;1;0.00033406
1009;0.30815;0.31001;0.98983;1;0.0003334
1010;0.31058;0.32367;0.98983;1;0.00033274
1011;0.30159;0.32148;0.98983;1;0.00033208
1012;0.30864;0.30989;0.98983;1;0.00033142
1013;0.31096;0.31951;0.98983;1;0.00033076
1014;0.31112;0.3101;0.98983;1;0.0003301
1015;0.30823;0.31015;0.98983;1;0.00032944
1016;0.31064;0.31024;0.98983;1;0.00032878
1017;0.30271;0.31434;0.98983;1;0.00032812
1018;0.30504;0.33727;0.98983;1;0.00032746
1019;0.3031;0.32198;0.98983;1;0.0003268
1020;0.29903;0.31004;0.98983;1;0.00032614
1021;0.30307;0.30998;0.98983;1;0.00032548
1022;0.30218;0.31021;0.98983;1;0.00032482
1023;0.30483;0.31002;0.98983;1;0.00032416
1024;0.30691;0.31025;0.98983;1;0.0003235
1025;0.29948;0.31205;0.98983;1;0.00032284
1026;0.30293;0.31032;0.98983;1;0.00032218
1027;0.31084;0.31006;0.98983;1;0.00032152
1028;0.31187;0.31046;0.98983;1;0.00032086
1029;0.30786;0.3101;0.98983;1;0.0003202
1030;0.30552;0.31234;0.98983;1;0.00031954
1031;0.31285;0.31257;0.98983;1;0.00031888
1032;0.3141;0.32029;0.98983;1;0.00031822
1033;0.30618;0.31024;0.98983;1;0.00031756
1034;0.31084;0.31022;0.98983;1;0.0003169
1035;0.3046;0.31019;0.98983;1;0.00031624
1036;0.30268;0.31014;0.98983;1;0.00031558
1037;0.31;0.31065;0.98983;1;0.00031492
1038;0.30229;0.33316;0.98983;1;0.00031426
1039;0.30431;0.32431;0.98983;1;0.0003136
1040;0.3082;0.31021;0.98983;1;0.00031294
1041;0.30267;0.31051;0.98983;1;0.00031228
1042;0.3006;0.32209;0.98983;1;0.00031162
1043;0.30498;0.31033;0.98983;1;0.00031096
1044;0.30056;0.31022;0.98983;1;0.0003103
1045;0.30706;0.32247;0.98983;1;0.00030964
1046;0.30206;0.31068;0.98983;1;0.00030898
1047;0.30502;0.31091;0.98983;1;0.00030832
1048;0.30367;0.33294;0.98983;1;0.00030766
1049;0.30567;0.31059;0.98983;1;0.000307
1050;0.30789;0.32417;0.98983;1;0.00030634
1051;0.3009;0.31031;0.98983;1;0.00030568
1052;0.3005;0.32546;0.98983;1;0.00030502
1053;0.30381;0.32008;0.98983;1;0.00030436
1054;0.30691;0.31025;0.98983;1;0.0003037
1055;0.30474;0.31017;0.98983;1;0.00030304
1056;0.30205;0.31037;0.98983;1;0.00030238
1057;0.30607;0.32658;0.98983;1;0.00030172
1058;0.30847;0.31207;0.98983;1;0.00030106
1059;0.30242;0.31017;0.98983;1;0.0003004
1060;0.29795;0.31014;0.98983;1;0.00029974
1061;0.30465;0.31444;0.98983;1;0.00029908
1062;0.29763;0.31025;0.98983;1;0.00029842
1063;0.30385;0.31013;0.98983;1;0.00029776
1064;0.30644;0.31204;0.98983;1;0.0002971
1065;0.30025;0.31269;0.98983;1;0.00029644
1066;0.29951;0.32393;0.98983;1;0.00029578
1067;0.30005;0.32521;0.98983;1;0.00029512
1068;0.30078;0.31053;0.98983;1;0.00029446
1069;0.30396;0.31054;0.98983;1;0.0002938
1070;0.30489;0.31017;0.98983;1;0.00029314
1071;0.30451;0.32029;0.98983;1;0.00029248
1072;0.30647;0.33401;0.98983;1;0.00029182
1073;0.30933;0.32663;0.98983;1;0.00029116
1074;0.30492;0.32401;0.98983;1;0.0002905
1075;0.30159;0.32376;0.98983;1;0.00028984
1076;0.30349;0.31017;0.98983;1;0.00028918
1077;0.29833;0.31268;0.98983;1;0.00028852
1078;0.30936;0.31022;0.98983;1;0.00028786
1079;0.30528;0.32251;0.98983;1;0.0002872
1080;0.30244;0.33376;0.98983;1;0.00028654
1081;0.29963;0.31001;0.98983;1;0.00028588
1082;0.30864;0.31183;0.98983;1;0.00028522
1083;0.30115;0.31009;0.98983;1;0.00028456
1084;0.30021;0.33351;0.98983;1;0.0002839
1085;0.30161;0.31032;0.98983;1;0.00028324
1086;0.30549;0.3102;0.98983;1;0.00028258
1087;0.29949;0.30984;0.98983;1;0.00028192
1088;0.30493;0.33342;0.98983;1;0.00028126
1089;0.29659;0.31028;0.98983;1;0.0002806
1090;0.29707;0.32543;0.98983;1;0.00027994
1091;0.29924;0.31025;0.98983;1;0.00027928
1092;0.3007;0.32361;0.98983;1;0.00027862
1093;0.30529;0.31002;0.98983;1;0.00027796
1094;0.30309;0.31178;0.98983;1;0.0002773
1095;0.30135;0.33838;0.98983;1;0.00027664
1096;0.30486;0.32352;0.98983;1;0.00027598
1097;0.30215;0.30987;0.98983;1;0.00027532
1098;0.30344;0.31229;0.98983;1;0.00027466
1099;0.30398;0.30988;0.98983;1;0.000274
1100;0.29973;0.32518;0.98983;1;0.00027334
1101;0.30189;0.30975;0.98983;1;0.00027268
1102;0.29935;0.30981;0.98983;1;0.00027202
1103;0.30155;0.3099;0.98983;1;0.00027136
1104;0.2988;0.32371;0.98983;1;0.0002707
1105;0.29653;0.31202;0.98983;1;0.00027004
1106;0.30001;0.30976;0.98983;1;0.00026938
1107;0.30197;0.30987;0.98983;1;0.00026872
1108;0.30879;0.31988;0.98983;1;0.00026806
