               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.048932,            0.014868,            0.020105,             0.60858,             0.53263,             0.55507,             0.26077,            0.046657,            0.008761,            0.020377,            0.007294,            0.007294,            0.007294
                  84,            0.048921,            0.014926,            0.020135,             0.60905,             0.53305,             0.55473,             0.26092,            0.046649,           0.0087597,            0.020368,            0.007261,            0.007261,            0.007261
                  85,            0.048755,             0.01487,            0.020193,             0.61225,             0.53095,             0.55519,             0.26073,            0.046643,           0.0087571,            0.020363,            0.007228,            0.007228,            0.007228
                  86,            0.048764,            0.014877,             0.02024,             0.61004,             0.53175,             0.55499,             0.26071,            0.046631,           0.0087544,            0.020356,            0.007195,            0.007195,            0.007195
                  87,            0.048633,            0.014895,            0.020094,             0.61034,             0.53314,             0.55614,             0.26147,            0.046621,           0.0087523,             0.02035,            0.007162,            0.007162,            0.007162
                  88,            0.048484,            0.014923,            0.020025,             0.60514,             0.53735,             0.55556,             0.26146,            0.046609,           0.0087498,            0.020346,            0.007129,            0.007129,            0.007129
                  89,            0.048763,            0.014646,            0.020085,             0.60797,             0.53617,             0.55597,              0.2616,            0.046601,           0.0087466,            0.020346,            0.007096,            0.007096,            0.007096
                  90,            0.048538,            0.014813,             0.02004,              0.6052,             0.54032,             0.55707,             0.26175,            0.046591,           0.0087444,            0.020349,            0.007063,            0.007063,            0.007063
                  91,            0.048475,            0.015009,            0.020105,              0.6061,             0.53851,             0.55797,             0.26204,            0.046584,           0.0087418,            0.020348,             0.00703,             0.00703,             0.00703
                  92,            0.048528,            0.014821,            0.020046,             0.60672,             0.53864,             0.55793,             0.26206,            0.046578,           0.0087385,            0.020347,            0.006997,            0.006997,            0.006997
                  93,            0.048626,            0.014819,              0.0201,             0.60727,             0.53694,             0.55732,             0.26213,            0.046572,           0.0087357,             0.02035,            0.006964,            0.006964,            0.006964
                  94,            0.048227,            0.014825,            0.019948,             0.60635,              0.5372,             0.55713,             0.26209,            0.046568,           0.0087344,            0.020356,            0.006931,            0.006931,            0.006931
                  95,            0.048089,            0.014852,            0.019961,             0.60628,             0.53579,             0.55701,             0.26235,            0.046564,           0.0087325,            0.020364,            0.006898,            0.006898,            0.006898
                  96,            0.048315,            0.014977,            0.019864,             0.60512,             0.53723,              0.5568,             0.26266,            0.046558,           0.0087299,            0.020372,            0.006865,            0.006865,            0.006865
                  97,            0.048285,            0.014679,            0.019864,             0.60492,             0.53569,             0.55721,             0.26273,            0.046558,           0.0087269,            0.020376,            0.006832,            0.006832,            0.006832
                  98,            0.048225,            0.014755,            0.019907,             0.60375,             0.53828,             0.55818,             0.26289,            0.046554,           0.0087256,            0.020381,            0.006799,            0.006799,            0.006799
                  99,            0.047986,            0.014678,            0.020001,             0.60195,             0.53909,             0.55832,             0.26316,            0.046556,           0.0087243,            0.020384,            0.006766,            0.006766,            0.006766
                 100,            0.048079,            0.014825,            0.019909,             0.60077,             0.54141,             0.55893,             0.26369,             0.04655,            0.008722,            0.020386,            0.006733,            0.006733,            0.006733
                 101,            0.048097,            0.014693,            0.019858,              0.6027,             0.53991,               0.559,             0.26368,            0.046547,           0.0087192,            0.020386,              0.0067,              0.0067,              0.0067
                 102,            0.047971,            0.014737,            0.019774,             0.60301,             0.54005,             0.55922,             0.26398,            0.046544,           0.0087183,            0.020389,            0.006667,            0.006667,            0.006667
                 103,            0.047956,            0.014866,             0.01982,             0.60406,              0.5385,             0.55954,             0.26452,            0.046539,           0.0087181,            0.020385,            0.006634,            0.006634,            0.006634
                 104,            0.047727,            0.014744,            0.019677,             0.60306,             0.53763,              0.5589,             0.26473,            0.046535,            0.008718,            0.020383,            0.006601,            0.006601,            0.006601
                 105,            0.047906,            0.014691,            0.019819,             0.60356,             0.53891,             0.55892,             0.26476,             0.04653,           0.0087183,            0.020378,            0.006568,            0.006568,            0.006568
                 106,            0.047826,            0.014725,            0.019734,             0.60401,             0.53871,             0.55969,             0.26509,            0.046532,           0.0087187,            0.020377,            0.006535,            0.006535,            0.006535
                 107,            0.047771,            0.014648,            0.019646,              0.6065,             0.53692,                0.56,             0.26527,            0.046532,           0.0087194,            0.020379,            0.006502,            0.006502,            0.006502
                 108,            0.047708,            0.014774,            0.019695,             0.60672,             0.53578,             0.55977,              0.2653,            0.046532,           0.0087179,            0.020375,            0.006469,            0.006469,            0.006469
                 109,            0.047821,            0.014689,            0.019698,             0.61073,             0.53583,             0.56044,             0.26511,             0.04653,           0.0087169,             0.02038,            0.006436,            0.006436,            0.006436
                 110,            0.047677,            0.014668,            0.019572,             0.60948,             0.53356,             0.56021,             0.26519,            0.046537,           0.0087158,            0.020383,            0.006403,            0.006403,            0.006403
                 111,            0.047529,            0.014572,            0.019646,             0.60903,             0.53392,             0.56045,             0.26549,            0.046537,           0.0087143,            0.020386,             0.00637,             0.00637,             0.00637
                 112,            0.047565,            0.014691,             0.01968,             0.61227,             0.53242,             0.56018,              0.2655,            0.046543,           0.0087145,            0.020386,            0.006337,            0.006337,            0.006337
                 113,             0.04764,            0.014638,            0.019628,             0.61208,             0.53134,             0.56005,             0.26565,             0.04655,            0.008714,            0.020389,            0.006304,            0.006304,            0.006304
                 114,            0.047451,            0.014641,            0.019572,             0.61249,             0.53076,             0.56043,             0.26578,            0.046553,           0.0087138,            0.020388,            0.006271,            0.006271,            0.006271
