               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.039808,            0.012796,            0.018204,              0.6425,             0.55642,             0.58606,             0.29086,            0.045186,           0.0087159,            0.020482,           0.0062132,           0.0062132,           0.0062132
                 155,            0.039614,            0.012798,            0.018166,             0.64281,             0.55619,             0.58562,             0.29065,            0.045199,           0.0087231,            0.020479,           0.0061885,           0.0061885,           0.0061885
                 156,            0.039658,            0.012875,            0.018178,             0.64386,             0.55647,             0.58546,              0.2907,            0.045222,           0.0087298,            0.020485,           0.0061637,           0.0061637,           0.0061637
                 157,            0.039654,            0.012817,            0.018151,             0.64057,              0.5587,              0.5849,             0.29041,            0.045237,           0.0087361,            0.020487,            0.006139,            0.006139,            0.006139
                 158,            0.039455,            0.012776,            0.018133,             0.63269,             0.56284,             0.58454,             0.29007,            0.045254,           0.0087415,            0.020486,           0.0061142,           0.0061142,           0.0061142
                 159,             0.03939,            0.012772,            0.018193,             0.63024,              0.5642,             0.58408,             0.28981,            0.045272,           0.0087467,            0.020489,           0.0060895,           0.0060895,           0.0060895
                 160,            0.039524,            0.012671,            0.018154,             0.63346,             0.56243,             0.58397,             0.28977,            0.045294,           0.0087509,            0.020497,           0.0060647,           0.0060647,           0.0060647
                 161,             0.03915,            0.012723,            0.018139,             0.63709,             0.56023,             0.58367,             0.28979,            0.045315,            0.008757,            0.020502,             0.00604,             0.00604,             0.00604
                 162,            0.039435,            0.012607,            0.018089,             0.63687,             0.56154,             0.58346,             0.28986,             0.04534,           0.0087625,            0.020507,           0.0060152,           0.0060152,           0.0060152
                 163,            0.039334,            0.012822,            0.018085,             0.63692,             0.56344,             0.58391,              0.2893,            0.045363,           0.0087686,            0.020511,           0.0059905,           0.0059905,           0.0059905
                 164,            0.039155,            0.012656,            0.018025,             0.64023,             0.56049,             0.58369,             0.28931,            0.045385,           0.0087748,             0.02052,           0.0059658,           0.0059658,           0.0059658
                 165,             0.03885,            0.012643,            0.017976,             0.63796,             0.56193,             0.58339,             0.28934,            0.045407,           0.0087812,            0.020523,            0.005941,            0.005941,            0.005941
                 166,            0.039075,            0.012695,            0.018009,             0.63705,               0.561,             0.58167,             0.28912,            0.045425,           0.0087894,             0.02053,           0.0059163,           0.0059163,           0.0059163
                 167,            0.039022,            0.012527,            0.018042,             0.63829,             0.56145,             0.58132,             0.28866,            0.045451,           0.0087946,            0.020537,           0.0058915,           0.0058915,           0.0058915
                 168,            0.038984,            0.012661,            0.017908,             0.63961,             0.55986,             0.58038,             0.28859,            0.045473,           0.0088015,            0.020546,           0.0058668,           0.0058668,           0.0058668
                 169,            0.038741,            0.012602,            0.017989,             0.63902,             0.56112,             0.58094,             0.28858,            0.045495,           0.0088092,            0.020554,            0.005842,            0.005842,            0.005842
                 170,            0.038619,            0.012508,             0.01799,              0.6377,             0.56059,             0.58095,             0.28841,            0.045519,           0.0088171,            0.020565,           0.0058173,           0.0058173,           0.0058173
                 171,            0.038632,            0.012597,            0.017981,             0.63661,             0.56271,             0.58079,             0.28845,            0.045549,           0.0088238,            0.020575,           0.0057925,           0.0057925,           0.0057925
                 172,             0.03849,            0.012458,            0.017917,             0.63719,             0.56162,             0.58007,             0.28802,            0.045576,           0.0088308,            0.020576,           0.0057678,           0.0057678,           0.0057678
                 173,            0.038521,            0.012519,            0.017917,             0.63564,             0.56007,             0.57932,             0.28805,            0.045609,           0.0088383,            0.020586,            0.005743,            0.005743,            0.005743
                 174,            0.038357,             0.01242,            0.017895,             0.63341,             0.56218,             0.57905,             0.28751,            0.045631,           0.0088462,            0.020591,           0.0057183,           0.0057183,           0.0057183
                 175,            0.038329,            0.012391,            0.017933,             0.63267,             0.56158,             0.57823,             0.28722,            0.045658,           0.0088551,             0.02059,           0.0056935,           0.0056935,           0.0056935
                 176,            0.038458,            0.012437,            0.017909,             0.63501,             0.56034,             0.57813,             0.28698,            0.045684,           0.0088637,            0.020593,           0.0056688,           0.0056688,           0.0056688
                 177,            0.038152,            0.012455,             0.01793,              0.6336,             0.56134,             0.57787,             0.28674,             0.04571,           0.0088705,            0.020602,            0.005644,            0.005644,            0.005644
                 178,            0.038279,            0.012303,            0.017998,             0.63212,             0.56162,             0.57769,              0.2865,            0.045726,           0.0088776,             0.02061,           0.0056193,           0.0056193,           0.0056193
                 179,            0.038149,            0.012425,            0.017903,             0.63125,             0.56187,             0.57701,             0.28634,            0.045746,           0.0088865,            0.020618,           0.0055945,           0.0055945,           0.0055945
                 180,            0.038114,            0.012293,             0.01781,             0.62906,              0.5639,             0.57703,             0.28583,            0.045771,           0.0088943,            0.020619,           0.0055698,           0.0055698,           0.0055698
                 181,            0.037928,            0.012283,            0.017902,             0.62864,             0.56248,             0.57544,             0.28545,            0.045806,           0.0089017,             0.02062,            0.005545,            0.005545,            0.005545
                 182,            0.038048,            0.012413,            0.017924,               0.628,             0.56111,              0.5748,             0.28527,            0.045832,           0.0089077,            0.020622,           0.0055202,           0.0055202,           0.0055202
                 183,            0.037912,            0.012432,            0.017801,             0.62589,             0.56225,             0.57463,             0.28543,            0.045855,           0.0089139,            0.020624,           0.0054955,           0.0054955,           0.0054955
                 184,            0.037842,            0.012266,            0.017778,             0.62741,             0.56193,             0.57366,             0.28493,            0.045882,            0.008922,            0.020632,           0.0054707,           0.0054707,           0.0054707
                 185,            0.037938,            0.012238,            0.017865,             0.63141,             0.55974,             0.57374,             0.28486,            0.045905,           0.0089293,            0.020634,            0.005446,            0.005446,            0.005446
                 186,            0.037725,            0.012338,            0.017845,             0.62837,             0.56026,             0.57274,             0.28475,            0.045919,           0.0089352,            0.020634,           0.0054212,           0.0054212,           0.0054212
                 187,            0.037384,            0.012328,             0.01773,             0.62547,             0.56029,             0.57259,             0.28458,            0.045941,           0.0089413,            0.020633,           0.0053965,           0.0053965,           0.0053965
                 188,             0.03764,            0.012189,            0.017874,             0.63089,             0.55589,             0.57216,             0.28456,            0.045963,           0.0089473,             0.02064,           0.0053717,           0.0053717,           0.0053717
                 189,            0.037402,            0.012144,            0.017673,             0.63722,             0.55187,             0.57221,             0.28426,            0.045992,           0.0089552,            0.020651,            0.005347,            0.005347,            0.005347
                 190,            0.037222,            0.012169,            0.017781,             0.63676,             0.55253,             0.57219,             0.28422,            0.046014,           0.0089628,            0.020655,           0.0053223,           0.0053223,           0.0053223
                 191,            0.037455,            0.012206,            0.017724,              0.6334,             0.55422,             0.57138,             0.28378,            0.046036,           0.0089712,            0.020658,           0.0052975,           0.0052975,           0.0052975
                 192,            0.037147,            0.012135,            0.017657,             0.62717,             0.55612,             0.57071,             0.28378,            0.046058,           0.0089793,            0.020671,           0.0052727,           0.0052727,           0.0052727
                 193,            0.037191,            0.012065,             0.01776,             0.62881,             0.55662,               0.571,              0.2836,            0.046076,           0.0089873,            0.020676,            0.005248,            0.005248,            0.005248
                 194,            0.036976,             0.01214,            0.017618,             0.63118,             0.55267,             0.56997,             0.28348,            0.046096,           0.0089964,            0.020679,           0.0052233,           0.0052233,           0.0052233
                 195,            0.037034,            0.012043,            0.017733,             0.63148,             0.55251,             0.56962,             0.28356,            0.046115,           0.0090051,            0.020679,           0.0051985,           0.0051985,           0.0051985
                 196,            0.037037,            0.012007,            0.017681,             0.62969,             0.55349,              0.5691,             0.28338,            0.046137,           0.0090148,            0.020679,           0.0051737,           0.0051737,           0.0051737
                 197,            0.036953,            0.012073,            0.017671,             0.62335,             0.55894,             0.56906,             0.28314,            0.046153,           0.0090234,            0.020684,            0.005149,            0.005149,            0.005149
                 198,            0.036829,            0.011963,            0.017693,             0.62533,             0.55792,             0.56881,             0.28298,            0.046168,           0.0090327,             0.02069,           0.0051243,           0.0051243,           0.0051243
                 199,            0.036695,            0.011947,            0.017659,             0.62696,             0.55742,             0.56917,             0.28284,            0.046185,           0.0090419,            0.020693,           0.0050995,           0.0050995,           0.0050995
                 200,            0.036498,            0.011984,            0.017529,             0.62465,              0.5583,             0.56814,             0.28249,            0.046211,           0.0090518,            0.020701,           0.0050747,           0.0050747,           0.0050747
                 201,            0.036724,            0.011993,              0.0176,             0.62234,             0.56133,             0.56811,             0.28216,            0.046236,            0.009061,            0.020708,             0.00505,             0.00505,             0.00505
                 202,            0.036446,            0.011875,            0.017571,             0.62592,             0.55867,             0.56781,             0.28171,            0.046257,           0.0090722,             0.02071,           0.0050253,           0.0050253,           0.0050253
                 203,            0.036307,            0.011877,            0.017534,             0.62639,             0.55851,              0.5682,             0.28176,            0.046274,           0.0090819,            0.020714,           0.0050005,           0.0050005,           0.0050005
                 204,            0.036417,            0.011943,            0.017555,             0.62765,             0.55436,             0.56773,             0.28129,            0.046296,           0.0090925,            0.020715,           0.0049758,           0.0049758,           0.0049758
                 205,              0.0361,            0.011822,            0.017536,              0.6303,             0.55304,             0.56743,             0.28129,            0.046313,           0.0091029,            0.020715,            0.004951,            0.004951,            0.004951
                 206,              0.0363,            0.011916,            0.017647,             0.63218,             0.55178,             0.56706,              0.2809,            0.046331,           0.0091122,             0.02072,           0.0049263,           0.0049263,           0.0049263
                 207,            0.036324,            0.011916,              0.0176,             0.62748,             0.55377,             0.56681,             0.28091,             0.04635,           0.0091219,            0.020725,           0.0049015,           0.0049015,           0.0049015
                 208,             0.03599,            0.011813,            0.017484,             0.62639,             0.55421,             0.56641,             0.28047,            0.046366,           0.0091301,            0.020728,           0.0048768,           0.0048768,           0.0048768
                 209,            0.036042,            0.011743,            0.017555,             0.62759,             0.55513,             0.56686,             0.28049,            0.046376,           0.0091374,            0.020734,            0.004852,            0.004852,            0.004852
                 210,            0.036069,            0.011779,            0.017534,             0.62785,             0.55303,             0.56686,             0.28045,             0.04639,            0.009148,            0.020734,           0.0048272,           0.0048272,           0.0048272
                 211,            0.036096,            0.011708,            0.017565,             0.63299,             0.54761,             0.56588,             0.28004,            0.046416,           0.0091578,            0.020735,           0.0048025,           0.0048025,           0.0048025
                 212,            0.035897,            0.011853,            0.017485,             0.63051,             0.55103,             0.56506,             0.28009,            0.046441,           0.0091655,             0.02074,           0.0047778,           0.0047778,           0.0047778
                 213,            0.035951,            0.011813,            0.017545,             0.62904,             0.55258,             0.56487,             0.27984,            0.046471,           0.0091734,            0.020751,            0.004753,            0.004753,            0.004753
                 214,            0.035942,            0.011751,            0.017441,             0.62817,             0.55256,             0.56455,             0.27962,            0.046496,           0.0091835,            0.020759,           0.0047283,           0.0047283,           0.0047283
