;      train/box_loss;      train/obj_loss;      train/cls_loss;   metrics/precision;      metrics/recall;     metrics/mAP_0.5;metrics/mAP_0.5:0.95;        val/box_loss;        val/obj_loss;        val/cls_loss;               x/lr0;               x/lr1;               x/lr2
210;0.023125;0.004948;0;0.9062;0.9115;0.94675;0.75867;0.026909;0.0019427;0;0.0048272;0.0048272;0.0048272
211;0.023557;0.0050615;0;0.93539;0.89684;0.94936;0.77158;0.027471;0.0019467;0;0.0048025;0.0048025;0.0048025
212;0.02329;0.004818;0;0.94325;0.88257;0.95105;0.77224;0.027991;0.0019529;0;0.0047778;0.0047778;0.0047778
213;0.02449;0.0049807;0;0.96104;0.87322;0.95261;0.77577;0.026783;0.0019085;0;0.004753;0.004753;0.004753
214;0.023625;0.0049341;0;0.97999;0.86676;0.95937;0.77382;0.026656;0.0018891;0;0.0047283;0.0047283;0.0047283
215;0.024166;0.0051193;0;0.95172;0.87232;0.95832;0.77225;0.027608;0.0018805;0;0.0047035;0.0047035;0.0047035
216;0.022225;0.0048493;0;0.92811;0.87611;0.9553;0.77393;0.027891;0.0019225;0;0.0046788;0.0046788;0.0046788
217;0.023018;0.0050467;0;0.95346;0.85841;0.94824;0.76063;0.027294;0.0020217;0;0.004654;0.004654;0.004654
218;0.02363;0.0047063;0;0.9028;0.90417;0.94692;0.75505;0.028086;0.0020512;0;0.0046293;0.0046293;0.0046293
219;0.021651;0.0047661;0;0.90897;0.88369;0.94497;0.75771;0.028026;0.0020966;0;0.0046045;0.0046045;0.0046045
220;0.022758;0.0049645;0;0.92684;0.89698;0.95088;0.75406;0.027343;0.0020866;0;0.0045798;0.0045798;0.0045798
221;0.023361;0.0049517;0;0.8667;0.9115;0.95207;0.75184;0.026349;0.0021325;0;0.004555;0.004555;0.004555
222;0.022577;0.0049464;0;0.95029;0.84584;0.95519;0.76072;0.024961;0.0020717;0;0.0045303;0.0045303;0.0045303
223;0.023515;0.0050528;0;0.95952;0.83186;0.95378;0.76024;0.024954;0.0020223;0;0.0045055;0.0045055;0.0045055
224;0.022084;0.004861;0;0.95078;0.84956;0.94601;0.76032;0.0259;0.0020149;0;0.0044808;0.0044808;0.0044808
225;0.022269;0.0049014;0;0.94203;0.86289;0.9444;0.77131;0.026651;0.0019977;0;0.004456;0.004456;0.004456
226;0.022296;0.0051661;0;0.95122;0.86282;0.9538;0.77892;0.025975;0.0019327;0;0.0044313;0.0044313;0.0044313
227;0.021013;0.0047018;0;0.94199;0.87611;0.95562;0.78334;0.025958;0.0019277;0;0.0044065;0.0044065;0.0044065
228;0.02164;0.0047736;0;0.93826;0.87611;0.95655;0.78183;0.026505;0.0019348;0;0.0043818;0.0043818;0.0043818
229;0.021898;0.0049179;0;0.93907;0.88496;0.95503;0.78545;0.026802;0.0019592;0;0.004357;0.004357;0.004357
230;0.022947;0.0047436;0;0.93494;0.89021;0.95252;0.77838;0.027977;0.0019672;0;0.0043323;0.0043323;0.0043323
231;0.023645;0.004877;0;0.9269;0.89775;0.95288;0.78112;0.028844;0.0019712;0;0.0043075;0.0043075;0.0043075
232;0.021226;0.0047431;0;0.93999;0.89381;0.95301;0.78085;0.02866;0.0019941;0;0.0042828;0.0042828;0.0042828
233;0.021854;0.0045847;0;0.94042;0.90265;0.954;0.78312;0.028558;0.0019825;0;0.004258;0.004258;0.004258
234;0.021266;0.0050957;0;0.9529;0.89516;0.95302;0.77561;0.028445;0.0019922;0;0.0042333;0.0042333;0.0042333
235;0.023211;0.0048163;0;0.96143;0.88243;0.95335;0.77538;0.0282;0.0019708;0;0.0042085;0.0042085;0.0042085
236;0.022205;0.0045727;0;0.93772;0.93266;0.95919;0.76767;0.028222;0.0020019;0;0.0041837;0.0041837;0.0041837
237;0.023229;0.0047777;0;0.90318;0.9469;0.95316;0.75889;0.028135;0.0020399;0;0.004159;0.004159;0.004159
238;0.021096;0.004997;0;0.95338;0.88496;0.95244;0.7651;0.028096;0.0020324;0;0.0041342;0.0041342;0.0041342
239;0.022641;0.0046362;0;0.94471;0.90729;0.95751;0.75673;0.028207;0.0020398;0;0.0041095;0.0041095;0.0041095
240;0.023677;0.004709;0;0.92815;0.90265;0.95314;0.75949;0.028575;0.002075;0;0.0040847;0.0040847;0.0040847
241;0.020755;0.0047111;0;0.94893;0.9115;0.96011;0.75466;0.028743;0.0020859;0;0.00406;0.00406;0.00406
242;0.02228;0.0047224;0;0.95911;0.88496;0.95302;0.75855;0.028142;0.0021001;0;0.0040352;0.0040352;0.0040352
243;0.021308;0.0047935;0;0.95041;0.90265;0.96108;0.75278;0.02766;0.0021106;0;0.0040105;0.0040105;0.0040105
244;0.022091;0.0048291;0;0.96633;0.88496;0.96069;0.75077;0.027227;0.0021401;0;0.0039857;0.0039857;0.0039857
245;0.020964;0.0045881;0;0.97724;0.88496;0.96193;0.75651;0.027445;0.0021254;0;0.003961;0.003961;0.003961
246;0.02297;0.004625;0;0.97673;0.88496;0.96113;0.75745;0.027797;0.0021341;0;0.0039362;0.0039362;0.0039362
247;0.021218;0.0047704;0;0.95282;0.89367;0.95878;0.75636;0.028127;0.0021407;0;0.0039115;0.0039115;0.0039115
248;0.020931;0.0046374;0;0.95317;0.90057;0.95795;0.75935;0.027193;0.0021478;0;0.0038867;0.0038867;0.0038867
249;0.021383;0.0046784;0;0.96101;0.8725;0.95895;0.75896;0.025703;0.0021457;0;0.003862;0.003862;0.003862
250;0.021731;0.0045768;0;0.94214;0.90265;0.96135;0.76504;0.025325;0.002113;0;0.0038372;0.0038372;0.0038372
251;0.020962;0.0047664;0;0.9555;0.88496;0.96126;0.76453;0.02523;0.0021378;0;0.0038125;0.0038125;0.0038125
252;0.020634;0.0045353;0;0.95465;0.90265;0.96409;0.76543;0.025858;0.0021118;0;0.0037878;0.0037878;0.0037878
253;0.021959;0.0049628;0;0.93936;0.9115;0.96081;0.76517;0.026297;0.0021378;0;0.003763;0.003763;0.003763
254;0.021194;0.0045848;0;0.9437;0.9115;0.96335;0.7639;0.026223;0.0021366;0;0.0037383;0.0037383;0.0037383
255;0.022006;0.0045768;0;0.96252;0.90911;0.96451;0.76524;0.026502;0.0021174;0;0.0037135;0.0037135;0.0037135
256;0.022218;0.0048441;0;0.96235;0.90474;0.96582;0.77083;0.02671;0.0021144;0;0.0036888;0.0036888;0.0036888
257;0.020667;0.0046942;0;0.94683;0.89381;0.97111;0.76881;0.027062;0.0020924;0;0.003664;0.003664;0.003664
258;0.020827;0.0045474;0;0.9527;0.89133;0.97139;0.77353;0.027287;0.0020764;0;0.0036393;0.0036393;0.0036393
259;0.022994;0.0046801;0;0.95276;0.89252;0.96956;0.77532;0.027182;0.0020685;0;0.0036145;0.0036145;0.0036145
260;0.020965;0.0046779;0;0.93632;0.88496;0.96949;0.77744;0.02734;0.0020488;0;0.0035898;0.0035898;0.0035898
261;0.02054;0.0045339;0;0.95563;0.89381;0.96989;0.78118;0.027306;0.0020282;0;0.003565;0.003565;0.003565
262;0.020577;0.0046395;0;0.97051;0.87371;0.96172;0.77287;0.027075;0.002027;0;0.0035403;0.0035403;0.0035403
263;0.019955;0.0046127;0;0.91084;0.90401;0.96736;0.76778;0.026922;0.0020171;0;0.0035155;0.0035155;0.0035155
264;0.021598;0.0044957;0;0.91115;0.90756;0.96527;0.76713;0.026859;0.0020615;0;0.0034908;0.0034908;0.0034908
265;0.021982;0.0046513;0;0.93447;0.88342;0.96592;0.77017;0.026634;0.0020801;0;0.003466;0.003466;0.003466
266;0.020918;0.0044156;0;0.92537;0.87783;0.96173;0.76336;0.026756;0.0020965;0;0.0034413;0.0034413;0.0034413
267;0.019327;0.0043874;0;0.9254;0.87823;0.96017;0.76181;0.026818;0.002117;0;0.0034165;0.0034165;0.0034165
268;0.02223;0.0045363;0;0.89486;0.90383;0.96134;0.76093;0.026818;0.0021006;0;0.0033918;0.0033918;0.0033918
269;0.019197;0.0043576;0;0.92134;0.88496;0.96243;0.76723;0.026736;0.0021014;0;0.003367;0.003367;0.003367
270;0.022182;0.0044702;0;0.94285;0.876;0.96115;0.76565;0.027058;0.0021015;0;0.0033423;0.0033423;0.0033423
271;0.020437;0.0043447;0;0.94214;0.89381;0.96067;0.76127;0.027204;0.0021049;0;0.0033175;0.0033175;0.0033175
272;0.020081;0.0043049;0;0.93545;0.89781;0.96017;0.7572;0.027358;0.0021094;0;0.0032928;0.0032928;0.0032928
273;0.019942;0.0042974;0;0.93495;0.89042;0.95553;0.75965;0.027407;0.0020974;0;0.003268;0.003268;0.003268
274;0.021326;0.0046454;0;0.9322;0.89381;0.95581;0.76419;0.027527;0.0020958;0;0.0032433;0.0032433;0.0032433
275;0.018951;0.0044149;0;0.92748;0.90539;0.96476;0.76679;0.027608;0.0020926;0;0.0032185;0.0032185;0.0032185
276;0.020329;0.0047598;0;0.97079;0.88237;0.96163;0.77104;0.027799;0.0020765;0;0.0031938;0.0031938;0.0031938
277;0.019228;0.0041855;0;0.96819;0.88496;0.96277;0.7732;0.027948;0.0020656;0;0.003169;0.003169;0.003169
278;0.020467;0.0045342;0;0.97021;0.88496;0.96192;0.77346;0.027834;0.0020623;0;0.0031443;0.0031443;0.0031443
279;0.021147;0.0046642;0;0.96098;0.87177;0.95473;0.77016;0.027952;0.0020619;0;0.0031195;0.0031195;0.0031195
280;0.019731;0.0045011;0;0.96084;0.8685;0.95544;0.77468;0.028109;0.0020597;0;0.0030948;0.0030948;0.0030948
281;0.018324;0.0044164;0;0.91839;0.90265;0.95621;0.7742;0.028249;0.0020657;0;0.00307;0.00307;0.00307
282;0.019514;0.0043933;0;0.9167;0.90265;0.95587;0.77675;0.02835;0.0020539;0;0.0030452;0.0030452;0.0030452
283;0.019211;0.0042515;0;0.9443;0.90023;0.95575;0.77755;0.028471;0.0020407;0;0.0030205;0.0030205;0.0030205
284;0.018778;0.004327;0;0.94024;0.90265;0.95396;0.77901;0.028441;0.0020375;0;0.0029957;0.0029957;0.0029957
285;0.018892;0.0042498;0;0.94087;0.90265;0.96036;0.77776;0.028342;0.0020446;0;0.002971;0.002971;0.002971
286;0.019554;0.0044912;0;0.94391;0.89358;0.95954;0.77742;0.028179;0.0020616;0;0.0029462;0.0029462;0.0029462
287;0.02003;0.0045367;0;0.91821;0.90265;0.95748;0.77429;0.028091;0.0020714;0;0.0029215;0.0029215;0.0029215
288;0.020045;0.0043603;0;0.89903;0.90265;0.95578;0.77295;0.02788;0.00208;0;0.0028967;0.0028967;0.0028967
289;0.020763;0.0044027;0;0.97952;0.84648;0.95566;0.77084;0.027695;0.0020687;0;0.002872;0.002872;0.002872
290;0.018646;0.0043274;0;0.97954;0.84749;0.95387;0.77428;0.027624;0.002066;0;0.0028472;0.0028472;0.0028472
291;0.019645;0.0043183;0;0.97955;0.8479;0.95254;0.77557;0.027858;0.0020697;0;0.0028225;0.0028225;0.0028225
292;0.02021;0.0042921;0;0.94316;0.88107;0.95132;0.7743;0.027899;0.0020726;0;0.0027977;0.0027977;0.0027977
293;0.018593;0.0042587;0;0.89489;0.90411;0.95041;0.771;0.027991;0.002075;0;0.002773;0.002773;0.002773
294;0.019149;0.0042685;0;0.94243;0.86931;0.94965;0.77448;0.028163;0.0020685;0;0.0027482;0.0027482;0.0027482
295;0.018765;0.0042873;0;0.94175;0.85845;0.94292;0.77943;0.028231;0.0020674;0;0.0027235;0.0027235;0.0027235
296;0.019289;0.0042063;0;0.9477;0.85841;0.94347;0.7811;0.028203;0.0020629;0;0.0026987;0.0026987;0.0026987
297;0.019389;0.0042387;0;0.91053;0.89381;0.944;0.78092;0.028015;0.0020589;0;0.002674;0.002674;0.002674
298;0.019845;0.0041818;0;0.9106;0.89381;0.94564;0.77816;0.028014;0.0020512;0;0.0026492;0.0026492;0.0026492
299;0.019663;0.0044405;0;0.91851;0.89779;0.94479;0.77777;0.028067;0.0020458;0;0.0026245;0.0026245;0.0026245
300;0.017065;0.0041935;0;0.91028;0.89381;0.9493;0.78011;0.028168;0.0020539;0;0.0025997;0.0025997;0.0025997
301;0.01891;0.004263;0;0.91759;0.88684;0.94846;0.78308;0.028197;0.0020594;0;0.002575;0.002575;0.002575
302;0.019655;0.0042422;0;0.91768;0.88788;0.94799;0.77988;0.02815;0.0020641;0;0.0025503;0.0025503;0.0025503
303;0.018559;0.0041246;0;0.91781;0.88938;0.94291;0.78093;0.028164;0.0020677;0;0.0025255;0.0025255;0.0025255
304;0.01882;0.0041271;0;0.927;0.89903;0.95571;0.78138;0.028136;0.0020728;0;0.0025008;0.0025008;0.0025008
305;0.018664;0.0042441;0;0.92682;0.89661;0.95406;0.78448;0.028261;0.0020753;0;0.002476;0.002476;0.002476
306;0.01897;0.0042247;0;0.92625;0.89381;0.95375;0.7817;0.028229;0.0020754;0;0.0024513;0.0024513;0.0024513
307;0.018522;0.0041097;0;0.93032;0.89381;0.95913;0.78578;0.028105;0.0020675;0;0.0024265;0.0024265;0.0024265
308;0.018726;0.0041381;0;0.9345;0.89381;0.95905;0.78564;0.028058;0.0020657;0;0.0024018;0.0024018;0.0024018
309;0.017625;0.0040457;0;0.94094;0.89381;0.95879;0.78383;0.028046;0.0020592;0;0.002377;0.002377;0.002377
310;0.018183;0.0041058;0;0.94183;0.89381;0.95885;0.78519;0.028061;0.0020606;0;0.0023523;0.0023523;0.0023523
311;0.018763;0.0041811;0;0.94071;0.89381;0.95932;0.78704;0.028034;0.0020618;0;0.0023275;0.0023275;0.0023275
312;0.019351;0.0040108;0;0.94364;0.88903;0.9599;0.79443;0.027866;0.0020629;0;0.0023028;0.0023028;0.0023028
313;0.018311;0.0041488;0;0.94352;0.88707;0.96041;0.79517;0.027807;0.0020598;0;0.002278;0.002278;0.002278
314;0.018245;0.0041211;0;0.94368;0.88972;0.96052;0.79435;0.027775;0.0020559;0;0.0022533;0.0022533;0.0022533
315;0.017857;0.0039219;0;0.94379;0.89146;0.9606;0.79192;0.02782;0.0020525;0;0.0022285;0.0022285;0.0022285
316;0.017535;0.004066;0;0.94244;0.88496;0.96069;0.7937;0.027721;0.0020501;0;0.0022038;0.0022038;0.0022038
317;0.017855;0.0038428;0;0.93779;0.87611;0.95168;0.78818;0.027561;0.0020553;0;0.002179;0.002179;0.002179
318;0.018193;0.0039659;0;0.94076;0.87611;0.95186;0.79235;0.027497;0.0020573;0;0.0021543;0.0021543;0.0021543
319;0.018053;0.0041461;0;0.94092;0.87611;0.95177;0.79189;0.027425;0.0020553;0;0.0021295;0.0021295;0.0021295
320;0.017018;0.0040713;0;0.94085;0.87611;0.95208;0.79296;0.027268;0.0020582;0;0.0021048;0.0021048;0.0021048
321;0.01786;0.0041018;0;0.94107;0.87611;0.95287;0.79158;0.027041;0.002054;0;0.00208;0.00208;0.00208
322;0.017633;0.0040925;0;0.93484;0.87611;0.95239;0.78627;0.027024;0.002058;0;0.0020553;0.0020553;0.0020553
323;0.018781;0.0040874;0;0.93486;0.88906;0.95255;0.78359;0.027047;0.0020618;0;0.0020305;0.0020305;0.0020305
324;0.017196;0.004009;0;0.93494;0.89018;0.95227;0.78344;0.027081;0.0020599;0;0.0020058;0.0020058;0.0020058
325;0.017904;0.003929;0;0.93483;0.88862;0.95261;0.78662;0.027043;0.00206;0;0.001981;0.001981;0.001981
326;0.017326;0.0040076;0;0.93475;0.88745;0.95269;0.78699;0.027073;0.0020595;0;0.0019563;0.0019563;0.0019563
327;0.015725;0.0038163;0;0.94333;0.8839;0.95238;0.78397;0.027108;0.0020616;0;0.0019315;0.0019315;0.0019315
328;0.017593;0.0039455;0;0.9357;0.87611;0.95214;0.78489;0.027179;0.0020602;0;0.0019068;0.0019068;0.0019068
329;0.016625;0.004058;0;0.93493;0.89009;0.95247;0.78562;0.027164;0.0020601;0;0.001882;0.001882;0.001882
330;0.016961;0.0039566;0;0.9275;0.88496;0.95243;0.78236;0.027133;0.0020566;0;0.0018572;0.0018572;0.0018572
331;0.018417;0.0039601;0;0.92631;0.88991;0.95276;0.78129;0.027049;0.002049;0;0.0018325;0.0018325;0.0018325
332;0.017204;0.0038271;0;0.9263;0.88989;0.95362;0.78232;0.02703;0.0020445;0;0.0018077;0.0018077;0.0018077
333;0.016943;0.0038867;0;0.92684;0.89698;0.95377;0.78269;0.027034;0.002038;0;0.001783;0.001783;0.001783
334;0.01795;0.0040345;0;0.94193;0.88496;0.95456;0.78466;0.026987;0.0020333;0;0.0017582;0.0017582;0.0017582
335;0.01684;0.0039727;0;0.93691;0.88496;0.95455;0.78629;0.026956;0.002035;0;0.0017335;0.0017335;0.0017335
336;0.016789;0.0037688;0;0.93507;0.88496;0.95478;0.78588;0.026935;0.0020331;0;0.0017087;0.0017087;0.0017087
337;0.016847;0.0039796;0;0.94388;0.893;0.95486;0.78457;0.026917;0.0020372;0;0.001684;0.001684;0.001684
338;0.017651;0.0041255;0;0.94331;0.89381;0.955;0.78711;0.02691;0.0020384;0;0.0016592;0.0016592;0.0016592
339;0.016114;0.0037676;0;0.94228;0.89381;0.9551;0.78553;0.026906;0.0020425;0;0.0016345;0.0016345;0.0016345
340;0.016833;0.0037285;0;0.95322;0.90171;0.96389;0.78595;0.026913;0.0020465;0;0.0016097;0.0016097;0.0016097
341;0.018086;0.0039271;0;0.93818;0.88496;0.95494;0.78561;0.026924;0.0020506;0;0.001585;0.001585;0.001585
342;0.016763;0.0040039;0;0.94488;0.89381;0.96384;0.78591;0.026957;0.0020584;0;0.0015602;0.0015602;0.0015602
343;0.017186;0.0039993;0;0.94448;0.89381;0.96283;0.78583;0.027011;0.0020643;0;0.0015355;0.0015355;0.0015355
344;0.017123;0.0039005;0;0.94653;0.89381;0.96267;0.78555;0.027046;0.0020643;0;0.0015107;0.0015107;0.0015107
345;0.016497;0.0039825;0;0.94874;0.89381;0.96224;0.786;0.02706;0.0020648;0;0.001486;0.001486;0.001486
346;0.015846;0.0037964;0;0.95134;0.89381;0.96185;0.78485;0.027106;0.0020707;0;0.0014612;0.0014612;0.0014612
347;0.017693;0.0039648;0;0.95279;0.89381;0.96136;0.7845;0.027145;0.0020748;0;0.0014365;0.0014365;0.0014365
348;0.017536;0.0037084;0;0.9433;0.88335;0.9455;0.7824;0.027187;0.0020814;0;0.0014117;0.0014117;0.0014117
349;0.016698;0.0037719;0;0.94284;0.87581;0.95241;0.78249;0.027219;0.0020853;0;0.001387;0.001387;0.001387
350;0.01596;0.0035714;0;0.94324;0.8824;0.95229;0.7807;0.027198;0.002089;0;0.0013622;0.0013622;0.0013622
351;0.016143;0.0037268;0;0.94317;0.88124;0.95163;0.77884;0.027184;0.0020933;0;0.0013375;0.0013375;0.0013375
352;0.016534;0.0037621;0;0.94315;0.88083;0.95173;0.78115;0.027168;0.0020978;0;0.0013128;0.0013128;0.0013128
353;0.015657;0.0038211;0;0.93753;0.87611;0.95171;0.781;0.027142;0.0020995;0;0.001288;0.001288;0.001288
354;0.01584;0.0037373;0;0.93678;0.87611;0.95162;0.77936;0.027146;0.002104;0;0.0012633;0.0012633;0.0012633
355;0.016169;0.0037894;0;0.93801;0.87611;0.95117;0.77741;0.02713;0.0021049;0;0.0012385;0.0012385;0.0012385
356;0.015499;0.003776;0;0.93188;0.87611;0.95069;0.77642;0.027114;0.0021129;0;0.0012138;0.0012138;0.0012138
357;0.01683;0.0037372;0;0.92841;0.87611;0.95059;0.77674;0.027091;0.0021164;0;0.001189;0.001189;0.001189
358;0.016174;0.0036403;0;0.92616;0.87611;0.95059;0.77663;0.027013;0.0021209;0;0.0011643;0.0011643;0.0011643
359;0.016524;0.0036702;0;0.92738;0.87611;0.95048;0.77601;0.026954;0.0021238;0;0.0011395;0.0011395;0.0011395
360;0.01576;0.0037518;0;0.92777;0.87611;0.9502;0.7756;0.02698;0.0021284;0;0.0011148;0.0011148;0.0011148
361;0.015794;0.0036337;0;0.9278;0.87611;0.95027;0.77449;0.026953;0.0021331;0;0.00109;0.00109;0.00109
362;0.01691;0.0037184;0;0.92702;0.87611;0.95015;0.77351;0.026942;0.0021388;0;0.0010653;0.0010653;0.0010653
363;0.015996;0.0035454;0;0.92615;0.87611;0.94995;0.77335;0.026923;0.002143;0;0.0010405;0.0010405;0.0010405
364;0.015366;0.0036253;0;0.92387;0.87611;0.94961;0.77052;0.026958;0.0021468;0;0.0010158;0.0010158;0.0010158
365;0.016182;0.0037335;0;0.92348;0.87611;0.94974;0.7703;0.026917;0.0021493;0;0.000991;0.000991;0.000991
366;0.015271;0.0036918;0;0.92335;0.87611;0.94968;0.76988;0.026912;0.0021517;0;0.00096625;0.00096625;0.00096625
367;0.01484;0.0036828;0;0.92306;0.87611;0.9497;0.76833;0.026945;0.0021546;0;0.0009415;0.0009415;0.0009415
368;0.016246;0.0037696;0;0.92302;0.87611;0.94963;0.76801;0.026955;0.0021562;0;0.00091675;0.00091675;0.00091675
369;0.015009;0.0037583;0;0.92358;0.87611;0.94963;0.76798;0.026957;0.0021566;0;0.000892;0.000892;0.000892
370;0.014824;0.0036719;0;0.92399;0.87611;0.94969;0.76729;0.026947;0.0021592;0;0.00086725;0.00086725;0.00086725
371;0.014942;0.003475;0;0.92448;0.87611;0.94974;0.76727;0.026961;0.0021623;0;0.0008425;0.0008425;0.0008425
372;0.014375;0.003618;0;0.92512;0.87469;0.9501;0.76651;0.026953;0.0021644;0;0.00081775;0.00081775;0.00081775
373;0.016083;0.0035937;0;0.92495;0.87257;0.95018;0.76654;0.026927;0.0021673;0;0.000793;0.000793;0.000793
374;0.016178;0.0035175;0;0.92488;0.87163;0.95035;0.76498;0.026894;0.002169;0;0.00076825;0.00076825;0.00076825
375;0.013828;0.0034004;0;0.92481;0.87081;0.95024;0.76511;0.026907;0.0021715;0;0.0007435;0.0007435;0.0007435
376;0.014122;0.0036104;0;0.92481;0.87081;0.95033;0.76555;0.02689;0.002176;0;0.00071875;0.00071875;0.00071875
377;0.015048;0.0035586;0;0.9248;0.87064;0.95018;0.76386;0.026843;0.0021784;0;0.000694;0.000694;0.000694
378;0.014586;0.0035682;0;0.92176;0.86726;0.95017;0.76397;0.026818;0.0021821;0;0.00066925;0.00066925;0.00066925
379;0.014331;0.003521;0;0.92293;0.86726;0.94992;0.76464;0.026791;0.0021849;0;0.0006445;0.0006445;0.0006445
380;0.014285;0.0034568;0;0.91479;0.87611;0.95024;0.764;0.02678;0.0021862;0;0.00061975;0.00061975;0.00061975
381;0.013904;0.0035945;0;0.92055;0.86726;0.95008;0.76264;0.026787;0.002189;0;0.000595;0.000595;0.000595
382;0.014776;0.0034656;0;0.92344;0.86726;0.95017;0.76365;0.026774;0.0021919;0;0.00057025;0.00057025;0.00057025
383;0.013982;0.0037328;0;0.92314;0.86726;0.95051;0.76359;0.026763;0.0021934;0;0.0005455;0.0005455;0.0005455
384;0.013554;0.0033621;0;0.93289;0.87611;0.95936;0.76435;0.026766;0.0021948;0;0.00052075;0.00052075;0.00052075
385;0.014178;0.0036663;0;0.93334;0.87611;0.95938;0.76656;0.02676;0.0021961;0;0.000496;0.000496;0.000496
386;0.014161;0.0032719;0;0.93364;0.87611;0.95952;0.76531;0.02673;0.0021989;0;0.00047125;0.00047125;0.00047125
387;0.014938;0.0034229;0;0.93387;0.87611;0.95964;0.76485;0.026707;0.0022015;0;0.0004465;0.0004465;0.0004465
388;0.014322;0.0034886;0;0.9372;0.87611;0.95972;0.76365;0.026698;0.0022041;0;0.00042175;0.00042175;0.00042175
389;0.013085;0.0032746;0;0.93729;0.87611;0.95951;0.76402;0.026694;0.0022048;0;0.000397;0.000397;0.000397
390;0.013211;0.0034035;0;0.93667;0.87611;0.95938;0.76318;0.026703;0.0022073;0;0.00037225;0.00037225;0.00037225
391;0.013871;0.0036107;0;0.93593;0.87611;0.95884;0.76305;0.026697;0.0022107;0;0.0003475;0.0003475;0.0003475
392;0.012624;0.0032247;0;0.93559;0.87611;0.95874;0.76313;0.026687;0.0022132;0;0.00032275;0.00032275;0.00032275
393;0.013869;0.0035663;0;0.93555;0.87611;0.95851;0.76266;0.026695;0.002215;0;0.000298;0.000298;0.000298
394;0.013742;0.0033269;0;0.93512;0.87611;0.95858;0.76288;0.026696;0.0022178;0;0.00027325;0.00027325;0.00027325
395;0.013586;0.0034519;0;0.93348;0.87611;0.95857;0.76279;0.026695;0.0022194;0;0.0002485;0.0002485;0.0002485
396;0.01376;0.0035202;0;0.93301;0.87611;0.95857;0.76349;0.026687;0.0022225;0;0.00022375;0.00022375;0.00022375
397;0.012997;0.0034751;0;0.93052;0.87611;0.95842;0.7639;0.026675;0.0022256;0;0.000199;0.000199;0.000199
398;0.013995;0.0033652;0;0.92442;0.88496;0.95836;0.7637;0.026687;0.0022272;0;0.00017425;0.00017425;0.00017425
399;0.013946;0.0034479;0;0.92432;0.88496;0.95847;0.76375;0.026671;0.00223;0;0.0001495;0.0001495;0.0001495
