                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                     94,                0.35853,                0.54329,                0.89833,                      1,             0.00052975
                     95,                0.37271,                0.61989,                0.86833,                      1,              0.0005248
                     96,                0.35903,                 0.4739,                  0.915,                      1,             0.00051985
                     97,                0.36716,                0.50235,                0.91167,                      1,              0.0005149
                     98,                0.36383,                0.53649,                0.90833,                      1,             0.00050995
                     99,                0.36454,                0.52457,                0.90167,                      1,               0.000505
                    100,                0.36423,                0.52264,                0.90667,                      1,             0.00050005
                    101,                0.37525,                0.49299,                0.90667,                      1,              0.0004951
                    102,                0.37273,                0.52631,                0.89333,                      1,             0.00049015
                    103,                0.36346,                0.54198,                0.89833,                      1,              0.0004852
                    104,                0.37696,                0.52031,                  0.905,                      1,             0.00048025
                    105,                0.36284,                0.51331,                0.90333,                      1,              0.0004753
                    106,                0.36446,                0.57173,                0.89167,                      1,             0.00047035
                    107,                0.34866,                0.57303,                0.89833,                      1,              0.0004654
                    108,                0.35482,                0.53469,                  0.895,                      1,             0.00046045
                    109,                0.35809,                0.53349,                0.89333,                      1,              0.0004555
                    110,                0.35139,                0.57292,                    0.9,                      1,             0.00045055
                    111,                0.36338,                0.57367,                0.88667,                      1,              0.0004456
                    112,                0.35112,                0.55862,                0.89833,                      1,             0.00044065
                    113,                 0.3505,                0.56729,                0.89667,                      1,              0.0004357
                    114,                0.34938,                0.50597,                  0.905,                      1,             0.00043075
                    115,                0.35524,                0.50565,                  0.905,                      1,              0.0004258
                    116,                0.36694,                0.45628,                0.91667,                      1,             0.00042085
                    117,                0.36326,                0.55435,                0.90333,                      1,              0.0004159
                    118,                0.35583,                0.55091,                0.89833,                      1,             0.00041095
                    119,                0.34822,                0.54142,                    0.9,                      1,               0.000406
                    120,                0.36505,                0.52788,                0.89833,                      1,             0.00040105
                    121,                0.34638,                0.52607,                0.90167,                      1,              0.0003961
                    122,                0.35524,                0.53119,                  0.905,                      1,             0.00039115
                    123,                0.35502,                0.51699,                0.90667,                      1,              0.0003862
                    124,                0.35292,                0.56702,                0.89833,                      1,             0.00038125
                    125,                 0.3481,                0.49794,                0.90667,                      1,              0.0003763
                    126,                0.34917,                0.56572,                  0.895,                      1,             0.00037135
                    127,                0.34185,                0.53514,                  0.905,                      1,              0.0003664
                    128,                0.33432,                0.54306,                    0.9,                      1,             0.00036145
                    129,                0.34073,                0.55882,                0.90333,                      1,              0.0003565
                    130,                 0.3401,                 0.5793,                0.89333,                      1,             0.00035155
                    131,                0.34553,                0.57657,                0.89167,                      1,              0.0003466
                    132,                 0.3471,                 0.5773,                0.89833,                      1,             0.00034165
                    133,                 0.3536,                0.56724,                0.89167,                      1,              0.0003367
                    134,                0.34591,                0.57934,                0.89667,                      1,             0.00033175
                    135,                0.33793,                0.56372,                0.89833,                      1,              0.0003268
                    136,                0.34207,                0.57227,                0.90167,                      1,             0.00032185
                    137,                0.34272,                0.55797,                    0.9,                      1,              0.0003169
                    138,                0.34937,                0.59717,                0.88667,                      1,             0.00031195
                    139,                0.34045,                0.59136,                0.89333,                      1,               0.000307
                    140,                0.33979,                0.56272,                0.89833,                      1,             0.00030205
                    141,                0.35367,                0.56621,                  0.895,                      1,              0.0002971
                    142,                0.34292,                0.57257,                0.89667,                      1,             0.00029215
                    143,                0.35077,                0.57606,                    0.9,                      1,              0.0002872
                    144,                0.34764,                0.56782,                0.89167,                      1,             0.00028225
                    145,                0.34489,                0.58271,                0.89667,                      1,              0.0002773
                    146,                0.33441,                0.56672,                0.89833,                      1,             0.00027235
                    147,                0.33454,                0.56519,                0.89833,                      1,              0.0002674
                    148,                0.34166,                0.57348,                0.89667,                      1,             0.00026245
                    149,                0.33557,                0.55786,                0.89667,                      1,              0.0002575
                    150,                0.33409,                0.56519,                0.89667,                      1,             0.00025255
                    151,                0.34218,                0.56237,                    0.9,                      1,              0.0002476
                    152,                0.34022,                0.53652,                0.89833,                      1,             0.00024265
                    153,                0.32707,                0.54804,                    0.9,                      1,              0.0002377
                    154,                0.33793,                0.55407,                0.90167,                      1,             0.00023275
                    155,                0.33356,                0.56031,                    0.9,                      1,              0.0002278
                    156,                0.33401,                0.56549,                0.89333,                      1,             0.00022285
                    157,                0.32951,                0.55911,                0.89833,                      1,              0.0002179
                    158,                0.33255,                0.56415,                0.89333,                      1,             0.00021295
                    159,                0.33617,                0.57766,                0.89667,                      1,               0.000208
                    160,                0.33968,                0.56302,                0.90167,                      1,             0.00020305
                    161,                0.33119,                0.55895,                    0.9,                      1,              0.0001981
                    162,                0.33301,                  0.542,                0.89833,                      1,             0.00019315
                    163,                0.33307,                 0.5541,                0.89833,                      1,              0.0001882
                    164,                0.33279,                0.57543,                0.89667,                      1,             0.00018325
                    165,                0.34171,                  0.577,                    0.9,                      1,              0.0001783
                    166,                0.33465,                0.55328,                    0.9,                      1,             0.00017335
                    167,                0.32963,                0.56147,                0.89833,                      1,              0.0001684
                    168,                 0.3307,                 0.5711,                    0.9,                      1,             0.00016345
                    169,                0.33394,                0.55376,                    0.9,                      1,              0.0001585
                    170,                0.32579,                0.56975,                  0.895,                      1,             0.00015355
                    171,                0.33161,                0.56419,                0.89667,                      1,              0.0001486
                    172,                0.33487,                0.58295,                0.89167,                      1,             0.00014365
                    173,                0.33026,                0.56304,                  0.895,                      1,              0.0001387
                    174,                0.32241,                0.56634,                0.89333,                      1,             0.00013375
                    175,                0.32438,                 0.5762,                0.89333,                      1,              0.0001288
                    176,                0.33016,                0.58052,                0.89667,                      1,             0.00012385
                    177,                0.33035,                0.55878,                0.89833,                      1,              0.0001189
                    178,                 0.3471,                0.55198,                0.89667,                      1,             0.00011395
                    179,                0.33037,                0.55489,                0.89667,                      1,               0.000109
                    180,                 0.3367,                0.53823,                0.90167,                      1,             0.00010405
                    181,                0.32595,                0.55705,                    0.9,                      1,               9.91e-05
                    182,                0.32415,                0.55013,                0.90167,                      1,              9.415e-05
                    183,                0.32398,                0.56087,                0.90167,                      1,               8.92e-05
                    184,                0.32856,                0.55975,                    0.9,                      1,              8.425e-05
                    185,                0.32603,                 0.5661,                    0.9,                      1,               7.93e-05
                    186,                0.32099,                0.56731,                  0.895,                      1,              7.435e-05
                    187,                0.32088,                0.57019,                0.89833,                      1,               6.94e-05
                    188,                0.32835,                0.56238,                  0.895,                      1,              6.445e-05
