                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                     94,                 0.3458,                0.55028,                0.89333,                      1,             0.00052975
                     95,                0.34959,                0.54958,                  0.905,                      1,              0.0005248
                     96,                0.34872,                0.49198,                0.90167,                      1,             0.00051985
                     97,                 0.3437,                0.53009,                0.89833,                      1,              0.0005149
                     98,                 0.3602,                0.56089,                  0.905,                      1,             0.00050995
                     99,                0.34994,                0.55544,                0.90167,                      1,               0.000505
                    100,                0.35247,                0.57929,                0.89167,                      1,             0.00050005
                    101,                0.35217,                0.52956,                0.91333,                      1,              0.0004951
                    102,                0.35472,                0.52609,                0.89833,                      1,             0.00049015
                    103,                0.34975,                0.52011,                  0.915,                      1,              0.0004852
                    104,                0.36038,                0.58192,                   0.89,                      1,             0.00048025
                    105,                0.34801,                0.55137,                0.90667,                      1,              0.0004753
                    106,                0.34243,                0.56912,                    0.9,                      1,             0.00047035
                    107,                0.34809,                0.55349,                    0.9,                      1,              0.0004654
                    108,                 0.3467,                0.55761,                0.89667,                      1,             0.00046045
                    109,                0.34262,                0.53938,                   0.91,                      1,              0.0004555
                    110,                0.34031,                0.53879,                   0.91,                      1,             0.00045055
                    111,                0.34417,                0.59292,                0.88167,                      1,              0.0004456
                    112,                0.35381,                0.56344,                  0.905,                      1,             0.00044065
                    113,                0.34978,                0.57934,                   0.89,                      1,              0.0004357
                    114,                0.33538,                0.54667,                0.91333,                      1,             0.00043075
                    115,                0.34688,                0.56916,                0.90167,                      1,              0.0004258
                    116,                0.35041,                0.54974,                    0.9,                      1,             0.00042085
                    117,                0.34791,                0.56679,                0.89833,                      1,              0.0004159
                    118,                0.34924,                0.53329,                0.90333,                      1,             0.00041095
                    119,                0.33619,                0.50491,                   0.91,                      1,               0.000406
                    120,                0.33931,                0.54778,                0.91333,                      1,             0.00040105
                    121,                0.34154,                0.56137,                    0.9,                      1,              0.0003961
                    122,                0.34472,                0.54735,                    0.9,                      1,             0.00039115
                    123,                 0.3418,                0.55418,                  0.895,                      1,              0.0003862
                    124,                0.33885,                0.55302,                0.89667,                      1,             0.00038125
                    125,                0.34644,                0.53473,                0.91167,                      1,              0.0003763
                    126,                0.33889,                0.58057,                  0.905,                      1,             0.00037135
                    127,                0.33681,                0.60617,                  0.885,                      1,              0.0003664
                    128,                0.33661,                0.56211,                    0.9,                      1,             0.00036145
                    129,                0.33949,                0.53332,                0.90667,                      1,              0.0003565
                    130,                0.33792,                0.53733,                   0.91,                      1,             0.00035155
                    131,                0.33997,                0.53828,                  0.905,                      1,              0.0003466
                    132,                0.33887,                0.54112,                  0.905,                      1,             0.00034165
                    133,                0.33755,                0.54276,                0.90667,                      1,              0.0003367
                    134,                0.34111,                0.53453,                0.91333,                      1,             0.00033175
                    135,                0.34894,                0.52911,                0.90667,                      1,              0.0003268
                    136,                0.33397,                0.57191,                0.90667,                      1,             0.00032185
                    137,                0.33295,                0.55409,                0.90667,                      1,              0.0003169
                    138,                0.33194,                 0.5468,                   0.91,                      1,             0.00031195
                    139,                0.33787,                0.56038,                0.90333,                      1,               0.000307
                    140,                0.33814,                0.54518,                    0.9,                      1,             0.00030205
                    141,                0.33287,                0.58867,                0.88833,                      1,              0.0002971
                    142,                0.32927,                0.59246,                0.89833,                      1,             0.00029215
                    143,                0.33295,                0.53283,                0.91333,                      1,              0.0002872
                    144,                 0.3376,                0.53587,                   0.91,                      1,             0.00028225
                    145,                0.33024,                 0.5523,                0.91167,                      1,              0.0002773
                    146,                0.33547,                0.55002,                0.90833,                      1,             0.00027235
                    147,                0.32871,                0.56502,                0.90833,                      1,              0.0002674
                    148,                0.33423,                0.53288,                0.90833,                      1,             0.00026245
                    149,                0.33596,                0.52786,                  0.905,                      1,              0.0002575
                    150,                0.33051,                0.54121,                0.90833,                      1,             0.00025255
                    151,                0.32854,                0.56066,                0.90667,                      1,              0.0002476
                    152,                0.32931,                0.54811,                0.90333,                      1,             0.00024265
                    153,                0.33019,                0.57006,                  0.905,                      1,              0.0002377
                    154,                0.33796,                0.56903,                0.90167,                      1,             0.00023275
                    155,                0.33527,                0.54808,                0.90667,                      1,              0.0002278
                    156,                0.33214,                 0.5335,                0.90667,                      1,             0.00022285
                    157,                0.32792,                 0.5638,                0.90833,                      1,              0.0002179
                    158,                0.33506,                0.57272,                  0.905,                      1,             0.00021295
                    159,                0.32326,                0.57578,                0.90667,                      1,               0.000208
                    160,                0.33116,                 0.5654,                0.90667,                      1,             0.00020305
                    161,                0.32759,                0.56958,                  0.905,                      1,              0.0001981
                    162,                0.32638,                0.56485,                0.90667,                      1,             0.00019315
                    163,                0.32915,                 0.5659,                    0.9,                      1,              0.0001882
                    164,                0.33235,                0.55789,                  0.905,                      1,             0.00018325
                    165,                0.32251,                0.56109,                  0.905,                      1,              0.0001783
                    166,                0.32456,                0.53542,                0.90167,                      1,             0.00017335
                    167,                0.32318,                0.55933,                0.90333,                      1,              0.0001684
                    168,                0.32972,                0.55882,                    0.9,                      1,             0.00016345
                    169,                 0.3276,                0.55584,                0.90167,                      1,              0.0001585
                    170,                0.32639,                0.54875,                0.90167,                      1,             0.00015355
                    171,                0.32629,                0.55281,                    0.9,                      1,              0.0001486
                    172,                0.31947,                 0.5716,                0.90667,                      1,             0.00014365
                    173,                0.32561,                0.54359,                    0.9,                      1,              0.0001387
                    174,                0.32206,                0.54353,                0.89833,                      1,             0.00013375
                    175,                0.32598,                0.54081,                0.89667,                      1,              0.0001288
                    176,                0.32351,                0.56663,                0.89667,                      1,             0.00012385
                    177,                0.32291,                0.55432,                0.89833,                      1,              0.0001189
                    178,                0.31944,                0.53832,                    0.9,                      1,             0.00011395
                    179,                0.32008,                 0.5357,                  0.905,                      1,               0.000109
                    180,                0.31992,                0.54433,                0.90167,                      1,             0.00010405
                    181,                0.32282,                 0.5572,                0.89667,                      1,               9.91e-05
                    182,                0.32111,                0.56127,                0.89667,                      1,              9.415e-05
                    183,                0.32247,                0.57282,                0.89833,                      1,               8.92e-05
                    184,                0.31846,                 0.5687,                    0.9,                      1,              8.425e-05
                    185,                0.32216,                0.56767,                    0.9,                      1,               7.93e-05
                    186,                0.31958,                0.55733,                0.90167,                      1,              7.435e-05
                    187,                0.31822,                0.55817,                    0.9,                      1,               6.94e-05
                    188,                 0.3211,                0.55914,                    0.9,                      1,              6.445e-05
                    189,                0.31874,                0.56993,                0.90167,                      1,               5.95e-05
                    190,                0.31614,                0.55608,                0.90167,                      1,              5.455e-05
                    191,                0.31729,                0.55085,                0.90167,                      1,               4.96e-05
                    192,                0.31824,                0.54898,                0.90167,                      1,              4.465e-05
                    193,                 0.3141,                0.55995,                    0.9,                      1,               3.97e-05
                    194,                0.31433,                0.55844,                    0.9,                      1,              3.475e-05
                    195,                0.31745,                0.56422,                    0.9,                      1,               2.98e-05
                    196,                0.31927,                 0.5538,                0.89833,                      1,              2.485e-05
                    197,                0.31575,                0.56627,                    0.9,                      1,               1.99e-05
                    198,                0.31558,                0.54531,                0.89833,                      1,              1.495e-05
                    199,                0.31631,                0.54601,                0.89833,                      1,                  1e-05
