               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.054005,            0.010972,            0.010662,             0.48727,             0.20246,             0.12719,            0.046913,            0.059397,           0.0069165,            0.020353,            0.001387,            0.001387,            0.001387
                  89,            0.053754,            0.010924,            0.010395,             0.48578,             0.19799,             0.12638,            0.046118,              0.0594,           0.0069126,            0.020472,            0.001288,            0.001288,            0.001288
                  90,            0.052918,            0.011007,            0.010426,             0.48575,             0.19737,             0.12701,            0.046569,            0.059366,           0.0069177,            0.020584,            0.001189,            0.001189,            0.001189
                  91,            0.052473,            0.010956,           0.0099565,              0.4894,             0.19593,             0.12841,            0.047117,            0.059347,           0.0069225,            0.020694,             0.00109,             0.00109,             0.00109
                  92,            0.052331,            0.010676,           0.0095282,             0.48773,             0.19195,             0.12976,            0.047233,            0.059391,           0.0069293,            0.020852,            0.000991,            0.000991,            0.000991
                  93,            0.052156,            0.010858,           0.0096653,             0.48614,             0.19133,             0.13002,            0.047541,            0.059452,            0.006936,            0.021079,            0.000892,            0.000892,            0.000892
                  94,            0.052007,            0.010797,           0.0093166,             0.48818,             0.19273,              0.1293,            0.048035,            0.059484,           0.0069423,            0.021176,            0.000793,            0.000793,            0.000793
                  95,             0.05098,            0.010736,           0.0087128,             0.49005,             0.18714,              0.1289,            0.047524,            0.059518,           0.0069499,            0.021373,            0.000694,            0.000694,            0.000694
                  96,            0.051346,            0.010812,           0.0088114,             0.49709,             0.21572,             0.13065,            0.047437,            0.059541,           0.0069564,            0.021443,            0.000595,            0.000595,            0.000595
                  97,            0.050592,            0.010608,           0.0085832,              0.4977,             0.21503,             0.13111,             0.04721,            0.059577,           0.0069611,            0.021573,            0.000496,            0.000496,            0.000496
                  98,            0.050307,            0.010777,           0.0082465,             0.49153,             0.21488,             0.13068,            0.047179,            0.059597,           0.0069701,            0.021715,            0.000397,            0.000397,            0.000397
                  99,            0.049994,            0.010574,           0.0081559,             0.49331,             0.21424,             0.13046,            0.046614,            0.059626,           0.0069771,            0.021836,            0.000298,            0.000298,            0.000298
